Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
FIGN	ENST00000333129.3	fidgetin 	10	1	0	0	1	0	0	0	0	0	hsa-miR-199a-3p	0.0061	0.0433	0.2514	-0.05	-0.09	0.63	NULL
UBASH3B	ENST00000284273.5	ubiquitin associated and SH3 domain containing B 	281	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0061	0.0443	0.2891	-0.05	-0.05	< 0.1	NULL
DESI2	ENST00000302550.11	desumoylating isopeptidase 2 	147	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0024	0.0174	0.1145	-0.05	-0.05	< 0.1	NULL
SPEF2	ENST00000509059.1	sperm flagellar 2 	35	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0029	0.0209	0.1417	-0.05	-0.05	< 0.1	NULL
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0069	0.0494	0.2978	-0.05	-0.05	< 0.1	NULL
PABPC4L	ENST00000421491.3	poly(A) binding protein, cytoplasmic 4-like 	55	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0044	0.0313	0.1813	-0.05	-0.08	< 0.1	NULL
GRM6	ENST00000231188.5	glutamate receptor, metabotropic 6 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0033	0.0241	0.1593	-0.05	-0.05	< 0.1	NULL
TP53AIP1	ENST00000602346.1	tumor protein p53 regulated apoptosis inducing protein 1 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0020	0.0146	0.0988	-0.05	-0.05	< 0.1	NULL
ZKSCAN5	ENST00000394170.2	zinc finger with KRAB and SCAN domains 5 	53	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0035	0.0245	0.1402	-0.05	-0.09	< 0.1	NULL
CHURC1-FNTB	ENST00000549987.1	CHURC1-FNTB readthrough 	13	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0039	0.0282	0.1905	-0.05	-0.08	< 0.1	NULL
RNFT1	ENST00000442346.2	ring finger protein, transmembrane 1 	6	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0036	0.0226	0.0814	-0.05	-0.42	< 0.1	NULL
MPRIP	ENST00000341712.4	myosin phosphatase Rho interacting protein 	521	0	0	0	0	2	0	1	1	2	hsa-miR-199a-3p	0.0141	0.1002	0.5948	-0.05	-0.08	0.32	NULL
WNT5A	ENST00000474267.1	wingless-type MMTV integration site family, member 5A 	2080	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0074	0.0534	0.3279	-0.05	-0.08	< 0.1	NULL
TMPPE	ENST00000416695.2	transmembrane protein with metallophosphoesterase domain 	22	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0071	0.0510	0.3141	-0.05	-0.11	< 0.1	NULL
GLI3	ENST00000395925.3	GLI family zinc finger 3 	544	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0163	0.1105	0.5212	-0.05	-0.05	< 0.1	NULL
ZNF384	ENST00000319770.3	zinc finger protein 384 	8	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0043	0.0307	0.1915	-0.05	-0.17	0.41	NULL
EPGN	ENST00000413830.1	epithelial mitogen 	26	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0033	0.0231	0.1335	-0.05	-0.11	< 0.1	NULL
SLC4A7	ENST00000295736.5	solute carrier family 4, sodium bicarbonate cotransporter, member 7 	146	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0152	0.1064	0.5908	-0.05	-0.08	0.27	NULL
DGKE	ENST00000284061.3	diacylglycerol kinase, epsilon 64kDa 	470	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0106	0.0771	0.5050	-0.05	-0.05	< 0.1	NULL
SMAD5	ENST00000545279.1	SMAD family member 5 	225	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0068	0.0488	0.3103	-0.05	-0.06	< 0.1	NULL
C15orf38-AP3S2	ENST00000398333.3	C15orf38-AP3S2 readthrough 	985	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0026	0.0188	0.1289	-0.05	-0.05	< 0.1	NULL
TRHDE	ENST00000261180.4	thyrotropin-releasing hormone degrading enzyme 	34	0	0	0	0	1	0	1	0	3	hsa-miR-199a-3p	0.0061	0.0448	0.3092	-0.05	-0.13	< 0.1	NULL
RP11-343C2.12	ENST00000562949.1	Conserved oligomeric Golgi complex subunit 8  	190	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0022	0.0162	0.1082	-0.05	-0.06	< 0.1	NULL
ARFGEF1	ENST00000262215.3	ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) 	70	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0036	0.0266	0.1840	-0.05	-0.07	0.22	NULL
AAGAB	ENST00000261880.5	alpha- and gamma-adaptin binding protein 	2536	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0018	0.0134	0.0931	-0.05	-0.05	< 0.1	NULL
TATDN3	ENST00000526997.1	TatD DNase domain containing 3 	282	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0024	0.0172	0.1061	-0.05	-0.17	< 0.1	NULL
TTC5	ENST00000258821.3	tetratricopeptide repeat domain 5 	11	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0044	0.0323	0.2186	-0.05	-0.11	< 0.1	NULL
ZNF852	ENST00000436261.1	zinc finger protein 852 	26	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0140	0.0979	0.5154	-0.05	-0.06	< 0.1	NULL
CUL2	ENST00000374746.1	cullin 2 	27	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0029	0.0206	0.1195	-0.05	-0.16	< 0.1	NULL
MYD88	ENST00000495303.1	myeloid differentiation primary response 88 	319	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0030	0.0217	0.1407	-0.05	-0.05	< 0.1	NULL
PARK7	ENST00000493678.1	parkinson protein 7 	276	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0036	0.0246	0.1377	-0.05	-0.65	< 0.1	NULL
ZNF468	ENST00000595646.1	zinc finger protein 468 	83	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0065	0.0429	0.1794	-0.05	-0.13	< 0.1	NULL
NRIP3	ENST00000309166.3	nuclear receptor interacting protein 3 	58	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0033	0.0239	0.1626	-0.05	-0.05	< 0.1	NULL
ZNF614	ENST00000270649.6	zinc finger protein 614 	55	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0077	0.0458	0.1454	-0.05	-0.26	< 0.1	NULL
KPNB1	ENST00000290158.4	karyopherin (importin) beta 1 	465	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0074	0.0532	0.3186	-0.04	-0.04	0.27	NULL
RSPH3	ENST00000367069.2	radial spoke 3 homolog (Chlamydomonas) 	59	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0149	0.1040	0.5502	-0.04	-0.04	< 0.1	NULL
TNFSF15	ENST00000374045.4	tumor necrosis factor (ligand) superfamily, member 15 	29	0	0	0	0	1	0	0	1	3	hsa-miR-199a-3p	0.0085	0.0619	0.4216	-0.04	-0.04	< 0.1	NULL
APLNR	ENST00000606794.1	apelin receptor 	5	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0068	0.0495	0.3403	-0.04	-0.04	< 0.1	NULL
CSNK1G1	ENST00000303052.7	casein kinase 1, gamma 1 	149	0	0	0	0	2	0	1	1	2	hsa-miR-199a-3p	0.0165	0.1160	0.6541	-0.04	-0.04	< 0.1	NULL
SPAG9	ENST00000262013.7	sperm associated antigen 9 	509	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0139	0.0956	0.4877	-0.04	-0.06	< 0.1	NULL
GDI2	ENST00000380191.4	GDP dissociation inhibitor 2 	664	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0068	0.0491	0.3004	-0.04	-0.05	< 0.1	NULL
ZNF573	ENST00000590414.2	zinc finger protein 573 	12	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0101	0.0700	0.3735	-0.04	-0.10	< 0.1	NULL
FAM212B	ENST00000357260.5	family with sequence similarity 212, member B 	211	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0068	0.0484	0.2766	-0.04	-0.06	< 0.1	NULL
STAR	ENST00000276449.4	steroidogenic acute regulatory protein 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0015	0.0106	0.0734	-0.04	-0.22	< 0.1	NULL
MGAT4A	ENST00000264968.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A 	223	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0031	0.0223	0.1471	-0.04	-0.12	< 0.1	NULL
DYRK1A	ENST00000339659.4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A 	448	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0093	0.0657	0.3800	-0.04	-0.04	0.37	NULL
KIAA1024	ENST00000305428.3	KIAA1024 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0053	0.0386	0.2626	-0.04	-0.04	< 0.1	NULL
SLC16A7	ENST00000261187.4	solute carrier family 16 (monocarboxylate transporter), member 7 	73	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0069	0.0502	0.3348	-0.04	-0.08	< 0.1	NULL
HLA-DOA	ENST00000229829.5	major histocompatibility complex, class II, DO alpha 	7	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0059	0.0421	0.2450	-0.04	-0.04	< 0.1	NULL
GP5	ENST00000401815.1	glycoprotein V (platelet) 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0039	0.0281	0.1790	-0.04	-0.04	< 0.1	NULL
BICD1	ENST00000548411.1	bicaudal D homolog 1 (Drosophila) 	205	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0077	0.0557	0.3489	-0.04	-0.05	< 0.1	NULL
SRRM3	ENST00000326382.8	serine/arginine repetitive matrix 3 	16	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0121	0.0831	0.4030	-0.04	-0.04	< 0.1	NULL
MAML3	ENST00000509479.2	mastermind-like 3 (Drosophila) 	159	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0150	0.1025	0.4999	-0.04	-0.04	< 0.1	NULL
ZNF347	ENST00000334197.7	zinc finger protein 347 	33	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0064	0.0465	0.3088	-0.04	-0.05	< 0.1	NULL
SPIRE1	ENST00000409402.4	spire-type actin nucleation factor 1 	103	0	0	0	0	2	1	1	0	0	hsa-miR-199a-3p	0.0084	0.0526	0.2015	-0.04	-0.37	< 0.1	NULL
ARNTL2	ENST00000546179.1	aryl hydrocarbon receptor nuclear translocator-like 2 	283	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0097	0.0702	0.4625	-0.04	-0.05	< 0.1	NULL
TMEM186	ENST00000333050.6	transmembrane protein 186 	287	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0026	0.0175	0.0789	-0.04	-0.50	< 0.1	NULL
ZBTB24	ENST00000230122.3	zinc finger and BTB domain containing 24 	84	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0031	0.0227	0.1474	-0.04	-0.12	< 0.1	NULL
BHLHE41	ENST00000242728.4	basic helix-loop-helix family, member e41 	50	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0044	0.0318	0.2001	-0.04	-0.16	< 0.1	NULL
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0100	0.0691	0.3600	-0.04	-0.15	0.49	NULL
FOXP1	ENST00000318789.4	forkhead box P1 	264	1	0	1	0	1	0	0	1	1	hsa-miR-199a-3p	0.0071	0.0448	0.1732	-0.04	-0.22	0.41	NULL
CHDH	ENST00000315251.6	choline dehydrogenase 	249	0	0	0	0	2	0	0	2	1	hsa-miR-199a-3p	0.0067	0.0480	0.2891	-0.04	-0.09	< 0.1	NULL
CD84	ENST00000534968.1	CD84 molecule 	5	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0064	0.0466	0.3011	-0.04	-0.07	< 0.1	NULL
CACNG4	ENST00000262138.3	calcium channel, voltage-dependent, gamma subunit 4 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0049	0.0351	0.2212	-0.04	-0.04	< 0.1	NULL
GNE	ENST00000396594.3	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase 	22	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0079	0.0563	0.3438	-0.04	-0.04	< 0.1	NULL
KIAA1239	ENST00000309447.5	KIAA1239 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0092	0.0666	0.4433	-0.04	-0.04	< 0.1	NULL
MED13	ENST00000397786.2	mediator complex subunit 13 	561	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0130	0.0896	0.4534	-0.04	-0.06	0.11	NULL
IPO13	ENST00000372343.3	importin 13 	108	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0097	0.0677	0.3735	-0.04	-0.26	< 0.1	NULL
SEMA3D	ENST00000284136.6	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D 	85	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0108	0.0755	0.4337	-0.04	-0.12	< 0.1	NULL
PCF11	ENST00000298281.4	PCF11 cleavage and polyadenylation factor subunit 	218	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0024	0.0173	0.1133	-0.04	-0.06	< 0.1	NULL
NTN4	ENST00000343702.4	netrin 4 	15	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0017	0.0125	0.0787	-0.04	-0.10	< 0.1	NULL
TIRAP	ENST00000392679.1	toll-interleukin 1 receptor (TIR) domain containing adaptor protein 	82	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0034	0.0249	0.1731	-0.04	-0.08	< 0.1	NULL
PDE3A	ENST00000359062.3	phosphodiesterase 3A, cGMP-inhibited 	1182	0	0	0	0	1	1	0	0	1	hsa-miR-199a-3p	0.0137	0.0888	0.3848	-0.04	-0.12	< 0.1	NULL
HEATR6	ENST00000184956.6	HEAT repeat containing 6 	385	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0039	0.0281	0.1782	-0.04	-0.19	< 0.1	NULL
C15orf41	ENST00000567389.1	chromosome 15 open reading frame 41 	48	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0021	0.0147	0.0897	-0.04	-0.22	< 0.1	NULL
NIN	ENST00000389868.3	ninein (GSK3B interacting protein) 	594	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0132	0.0941	0.5521	-0.04	-0.04	< 0.1	NULL
IGF1	ENST00000337514.6	insulin-like growth factor 1 (somatomedin C) 	19	1	0	0	1	0	0	0	0	1	hsa-miR-199a-3p	0.0050	0.0338	0.1666	-0.04	-0.20	0.57	NULL
AC018755.1	ENST00000301439.3	HCG2008157; Uncharacterized protein; cDNA FLJ30403 fis, clone BRACE2008480  	23	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0024	0.0168	0.0835	-0.04	-0.20	< 0.1	NULL
ZC3HAV1	ENST00000242351.5	zinc finger CCCH-type, antiviral 1 	45	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0163	0.1145	0.6427	-0.04	-0.04	< 0.1	NULL
HECW1	ENST00000395891.2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 	11	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0145	0.0959	0.4204	-0.04	-0.10	< 0.1	NULL
DCTN4	ENST00000447998.2	dynactin 4 (p62) 	153	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0025	0.0179	0.1150	-0.04	-0.10	< 0.1	NULL
TREML2	ENST00000483722.1	triggering receptor expressed on myeloid cells-like 2 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0032	0.0233	0.1497	-0.04	-0.04	< 0.1	NULL
DIEXF	ENST00000491415.2	digestive organ expansion factor homolog (zebrafish) 	493	0	0	0	0	3	1	1	1	1	hsa-miR-199a-3p	0.0238	0.1658	0.8882	-0.04	-0.06	< 0.1	NULL
MRO	ENST00000428869.2	maestro 	11	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0058	0.0402	0.1994	-0.04	-0.08	< 0.1	NULL
HMGN5	ENST00000358130.2	high mobility group nucleosome binding domain 5 	46	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0020	0.0144	0.0822	-0.04	-0.14	< 0.1	NULL
C18orf25	ENST00000282059.6	chromosome 18 open reading frame 25 	688	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0126	0.0901	0.5521	-0.04	-0.04	< 0.1	NULL
STMN2	ENST00000518111.1	stathmin-like 2 	7	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0050	0.0324	0.1262	-0.04	-0.19	0.21	NULL
AVL9	ENST00000318709.4	AVL9 homolog (S. cerevisiase) 	246	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0079	0.0574	0.3762	-0.04	-0.06	< 0.1	NULL
FBXL2	ENST00000484457.1	F-box and leucine-rich repeat protein 2 	12	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0019	0.0137	0.0835	-0.04	-0.10	< 0.1	NULL
SCYL2	ENST00000360820.2	SCY1-like 2 (S. cerevisiae) 	425	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0095	0.0684	0.4270	-0.04	-0.13	< 0.1	NULL
GAR1	ENST00000394631.3	GAR1 ribonucleoprotein 	82	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0030	0.0203	0.0913	-0.04	-0.29	< 0.1	NULL
NOTCH2	ENST00000256646.2	notch 2 	734	0	0	0	0	2	0	0	2	0	hsa-miR-199a-3p	0.0076	0.0552	0.3663	-0.04	-0.04	< 0.1	NULL
N4BP2L2	ENST00000267068.3	NEDD4 binding protein 2-like 2 	74	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0074	0.0509	0.2684	-0.04	-0.16	< 0.1	NULL
ABI2	ENST00000295851.5	abl-interactor 2 	877	0	0	0	0	2	0	2	0	2	hsa-miR-199a-3p	0.0056	0.0393	0.2258	-0.04	-0.19	< 0.1	NULL
CDK1	ENST00000395284.3	cyclin-dependent kinase 1 	3029	0	0	0	0	2	0	1	1	1	hsa-miR-199a-3p	0.0031	0.0227	0.1462	-0.04	-0.26	< 0.1	NULL
RBBP5	ENST00000264515.6	retinoblastoma binding protein 5 	166	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0059	0.0421	0.2572	-0.04	-0.13	0.23	NULL
ADCY7	ENST00000394697.2	adenylate cyclase 7 	238	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0101	0.0726	0.4577	-0.04	-0.04	< 0.1	NULL
LRRC8C	ENST00000370454.4	leucine rich repeat containing 8 family, member C 	544	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0019	0.0137	0.0783	-0.04	-0.16	< 0.1	NULL
ZC3H12C	ENST00000278590.3	zinc finger CCCH-type containing 12C 	150	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0059	0.0434	0.2970	-0.04	-0.05	< 0.1	NULL
SRPX2	ENST00000373004.3	sushi-repeat containing protein, X-linked 2 	69	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0037	0.0266	0.1779	-0.04	-0.07	< 0.1	NULL
WRN	ENST00000298139.5	Werner syndrome, RecQ helicase-like 	560	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0107	0.0772	0.4962	-0.04	-0.18	< 0.1	NULL
CPSF4L	ENST00000344935.4	cleavage and polyadenylation specific factor 4-like 	7	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0014	0.0098	0.0573	-0.04	-0.18	< 0.1	NULL
REXO1L1	ENST00000379010.2	REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1 	5	0	0	0	0	2	1	0	1	0	hsa-miR-199a-3p	0.0299	0.2006	0.8922	-0.04	-0.04	< 0.1	NULL
KCNJ6	ENST00000609713.1	potassium inwardly-rectifying channel, subfamily J, member 6 	5	0	0	0	0	3	0	1	2	1	hsa-miR-199a-3p	0.0193	0.1392	0.8839	-0.04	-0.04	< 0.1	NULL
AC135983.2	ENST00000593303.1	Protein LOC100996413  	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0022	0.0163	0.1131	-0.04	-0.04	< 0.1	NULL
PPP1R12B	ENST00000608999.1	protein phosphatase 1, regulatory subunit 12B 	18	0	0	0	0	2	1	0	1	4	hsa-miR-199a-3p	0.0312	0.2100	1.0033	-0.04	-0.04	< 0.1	NULL
RPS6KA2	ENST00000265678.4	ribosomal protein S6 kinase, 90kDa, polypeptide 2 	1043	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0038	0.0273	0.1693	-0.04	-0.06	< 0.1	NULL
SFT2D2	ENST00000271375.4	SFT2 domain containing 2 	97	0	0	0	0	1	0	0	1	3	hsa-miR-199a-3p	0.0067	0.0471	0.2617	-0.04	-0.19	< 0.1	NULL
SRSF1	ENST00000258962.4	serine/arginine-rich splicing factor 1 	1430	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0050	0.0355	0.2065	-0.04	-0.09	< 0.1	NULL
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	0	0	0	0	6	1	2	3	2	hsa-miR-199a-3p	0.0081	0.0578	0.3449	-0.04	-0.65	< 0.1	NULL
CA5B	ENST00000454127.2	carbonic anhydrase VB, mitochondrial 	245	1	1	0	0	2	1	0	1	1	hsa-miR-199a-3p	0.0032	0.0217	0.1036	-0.04	-0.55	0.52	NULL
RBM20	ENST00000369519.3	RNA binding motif protein 20 	7	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0068	0.0492	0.3080	-0.04	-0.05	< 0.1	NULL
ANKRD63	ENST00000434396.1	ankyrin repeat domain 63 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0048	0.0344	0.2082	-0.04	-0.04	< 0.1	NULL
PIFO	ENST00000369738.4	primary cilia formation 	21	0	0	0	0	1	0	0	1	1	hsa-miR-199a-3p	0.0017	0.0125	0.0810	-0.04	-0.17	< 0.1	NULL
SLC5A5	ENST00000222248.3	solute carrier family 5 (sodium/iodide cotransporter), member 5 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0011	0.0084	0.0590	-0.04	-0.04	< 0.1	NULL
PDPK1	ENST00000441549.3	3-phosphoinositide dependent protein kinase-1 	104	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0104	0.0746	0.4549	-0.04	-0.04	< 0.1	NULL
SBNO1	ENST00000420886.2	strawberry notch homolog 1 (Drosophila) 	87	1	1	0	0	0	0	0	0	0	hsa-miR-199a-3p	0.0174	0.1000	0.3984	-0.04	-0.25	0.80	NULL
PGAP1	ENST00000354764.4	post-GPI attachment to proteins 1 	106	0	0	0	0	1	1	0	0	0	hsa-miR-199a-3p	0.0188	0.1317	0.7308	-0.04	-0.04	< 0.1	NULL
RAB19	ENST00000275874.5	RAB19, member RAS oncogene family 	7	0	0	0	0	2	0	1	1	0	hsa-miR-199a-3p	0.0025	0.0177	0.0961	-0.04	-0.18	< 0.1	NULL
OSBPL10	ENST00000396556.2	oxysterol binding protein-like 10 	10	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0089	0.0621	0.3392	-0.04	-0.08	< 0.1	NULL
AP5S1	ENST00000379573.2	adaptor-related protein complex 5, sigma 1 subunit 	492	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0028	0.0204	0.1357	-0.04	-0.13	< 0.1	NULL
NUP205	ENST00000285968.6	nucleoporin 205kDa 	11	0	0	0	0	3	0	1	2	0	hsa-miR-199a-3p	0.0101	0.0726	0.4435	-0.04	-0.13	< 0.1	NULL
MPP5	ENST00000261681.4	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	354	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0042	0.0296	0.1705	-0.04	-0.10	< 0.1	NULL
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	0	0	0	0	1	0	0	1	3	hsa-miR-199a-3p	0.0067	0.0491	0.3318	-0.04	-0.05	< 0.1	NULL
PTPLAD2	ENST00000495827.2	protein tyrosine phosphatase-like A domain containing 2 	17	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0075	0.0509	0.2467	-0.04	-0.14	< 0.1	NULL
RFX7	ENST00000423270.1	regulatory factor X, 7 	1049	1	0	1	0	0	0	0	0	1	hsa-miR-199a-3p	0.0133	0.0955	0.5887	-0.04	-0.04	0.60	NULL
USP7	ENST00000344836.4	ubiquitin specific peptidase 7 (herpes virus-associated) 	656	0	0	0	0	1	0	1	0	0	hsa-miR-199a-3p	0.0027	0.0194	0.1228	-0.04	-0.05	< 0.1	NULL
MRRF	ENST00000344641.3	mitochondrial ribosome recycling factor 	85	0	0	0	0	1	0	1	0	2	hsa-miR-199a-3p	0.0016	0.0115	0.0793	-0.04	-0.06	< 0.1	NULL
PVR	ENST00000425690.3	poliovirus receptor 	761	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0071	0.0494	0.2709	-0.04	-0.15	< 0.1	NULL
SRA1	ENST00000336283.6	steroid receptor RNA activator 1 	1775	0	0	0	0	2	0	2	0	0	hsa-miR-199a-3p	0.0029	0.0194	0.0930	-0.04	-0.44	< 0.1	NULL
CCSER2	ENST00000224756.8	coiled-coil serine-rich protein 2 	123	0	0	0	0	1	0	0	1	2	hsa-miR-199a-3p	0.0044	0.0317	0.2109	-0.04	-0.14	< 0.1	NULL
ROBO2	ENST00000461745.1	roundabout, axon guidance receptor, homolog 2 (Drosophila) 	22	0	0	0	0	2	0	1	1	1	hsa-miR-199a-3p	0.0107	0.0776	0.5025	-0.04	-0.16	< 0.1	NULL
TANK	ENST00000457476.1	TRAF family member-associated NFKB activator 	176	0	0	0	0	1	0	0	1	0	hsa-miR-199a-3p	0.0015	0.0111	0.0710	-0.04	-0.14	< 0.1	NULL
PDLIM4	ENST00000379018.3	PDZ and LIM domain 4 	417	0	0	0	0	1	0	1	0	1	hsa-miR-199a-3p	0.0019	0.0128	0.0680	-0.04	-0.37	< 0.1	NULL
