Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
HSPA6	ENST00000309758.4	heat shock 70kDa protein 6 (HSP70B') 	27	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.08	N/A
SFT2D2	ENST00000271375.4	SFT2 domain containing 2 	97	1	0	0	1	5	hsa-miR-100-3p				-0.06	-0.12	N/A
HIST1H2AH	ENST00000377459.1	histone cluster 1, H2ah 	22	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.11	N/A
CTBP2	ENST00000337195.5	C-terminal binding protein 2 	16	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.19	N/A
MYCBP	ENST00000397572.2	MYC binding protein 	85	2	0	1	1	0	hsa-miR-100-3p				-0.06	-0.44	N/A
CACNB2	ENST00000396576.2	calcium channel, voltage-dependent, beta 2 subunit 	52	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.12	N/A
KLHL9	ENST00000359039.4	kelch-like family member 9 	222	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.07	N/A
MSH6	ENST00000234420.5	mutS homolog 6 	94	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.11	N/A
TMOD2	ENST00000249700.4	tropomodulin 2 (neuronal) 	117	1	0	1	0	2	hsa-miR-100-3p				-0.06	-0.07	N/A
C3orf70	ENST00000335012.2	chromosome 3 open reading frame 70 	19	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.06	N/A
TMEM19	ENST00000266673.5	transmembrane protein 19 	1378	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.10	N/A
PBOV1	ENST00000527246.2	prostate and breast cancer overexpressed 1 	5	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
SKI	ENST00000378536.4	v-ski avian sarcoma viral oncogene homolog 	613	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.06	N/A
MLLT4	ENST00000400822.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 	232	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.06	N/A
PPM1A	ENST00000395076.4	protein phosphatase, Mg2+/Mn2+ dependent, 1A 	412	2	0	0	2	1	hsa-miR-100-3p				-0.06	-0.15	N/A
UNC5D	ENST00000287272.2	unc-5 homolog D (C. elegans) 	37	2	0	1	1	1	hsa-miR-100-3p				-0.06	-0.07	N/A
COLGALT2	ENST00000367521.1	collagen beta(1-O)galactosyltransferase 2 	70	1	1	0	0	0	hsa-miR-100-3p				-0.06	-0.23	N/A
EXPH5	ENST00000265843.4	exophilin 5 	49	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.07	N/A
HELZ	ENST00000358691.5	helicase with zinc finger 	571	2	1	1	0	1	hsa-miR-100-3p				-0.06	-0.08	N/A
ATG10	ENST00000282185.3	autophagy related 10 	25	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.12	N/A
TMEM8A	ENST00000431232.2	transmembrane protein 8A 	2174	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.12	N/A
RBM7	ENST00000541475.1	RNA binding motif protein 7 	46	1	1	0	0	3	hsa-miR-100-3p				-0.06	-0.22	N/A
DST	ENST00000312431.6	dystonin 	439	3	0	3	0	5	hsa-miR-100-3p				-0.06	-0.06	N/A
IQSEC3	ENST00000538872.1	IQ motif and Sec7 domain 3 	5	2	2	0	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
PARN	ENST00000437198.2	poly(A)-specific ribonuclease 	5	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
DDX31	ENST00000372159.3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 	174	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.13	N/A
TRMT10A	ENST00000394877.3	tRNA methyltransferase 10 homolog A (S. cerevisiae) 	89	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.20	N/A
FNDC3B	ENST00000336824.4	fibronectin type III domain containing 3B 	509	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.12	N/A
TNKS	ENST00000310430.6	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 	943	2	0	2	0	2	hsa-miR-100-3p				-0.06	-0.06	N/A
REEP3	ENST00000373758.4	receptor accessory protein 3 	1095	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.10	N/A
TXNDC16	ENST00000281741.4	thioredoxin domain containing 16 	508	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
C18orf56	ENST00000323813.3	chromosome 18 open reading frame 56 	180	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.24	N/A
PPIL4	ENST00000340881.2	peptidylprolyl isomerase (cyclophilin)-like 4 	1565	1	0	0	1	3	hsa-miR-100-3p				-0.06	-0.14	N/A
FAM32A	ENST00000263384.7	family with sequence similarity 32, member A 	1163	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
TBL1X	ENST00000407597.2	transducin (beta)-like 1X-linked 	125	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.07	N/A
STK4	ENST00000372801.1	serine/threonine kinase 4 	276	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.06	N/A
KAL1	ENST00000262648.3	Kallmann syndrome 1 sequence 	11	1	0	0	1	2	hsa-miR-100-3p				-0.06	-0.06	N/A
NOL9	ENST00000377705.5	nucleolar protein 9 	194	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.07	N/A
TRAK1	ENST00000341421.3	trafficking protein, kinesin binding 1 	362	1	0	0	1	5	hsa-miR-100-3p				-0.06	-0.06	N/A
SDE2	ENST00000272091.7	SDE2 telomere maintenance homolog (S. pombe) 	109	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.07	N/A
FBN2	ENST00000262464.4	fibrillin 2 	167	2*	0	0	1	0	hsa-miR-100-3p				-0.06	-0.09	N/A
NAPEPLD	ENST00000417955.1	N-acyl phosphatidylethanolamine phospholipase D 	13	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.12	N/A
FHL1	ENST00000394155.2	four and a half LIM domains 1 	239	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.07	N/A
NEBL	ENST00000377122.4	nebulette 	181	1	0	1	0	4	hsa-miR-100-3p				-0.06	-0.06	N/A
FBXO32	ENST00000517956.1	F-box protein 32 	500	1	0	0	1	2	hsa-miR-100-3p				-0.06	-0.14	N/A
UBE2E2	ENST00000396703.1	ubiquitin-conjugating enzyme E2E 2 	794	1	0	1	0	2	hsa-miR-100-3p				-0.06	-0.23	N/A
CNIH4	ENST00000465271.1	cornichon family AMPA receptor auxiliary protein 4 	1348	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.17	N/A
EDC3	ENST00000315127.4	enhancer of mRNA decapping 3 	328	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.07	N/A
ZNF594	ENST00000399604.4	zinc finger protein 594 	29	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
TRIM72	ENST00000322122.3	tripartite motif containing 72 	8	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
FAM219A	ENST00000379089.1	family with sequence similarity 219, member A 	13	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
LZTS1	ENST00000381569.1	leucine zipper, putative tumor suppressor 1 	33	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
PPP1R17	ENST00000342032.3	protein phosphatase 1, regulatory subunit 17 	5	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
SLC19A2	ENST00000236137.5	solute carrier family 19 (thiamine transporter), member 2 	229	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
MAP3K1	ENST00000399503.3	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase 	137	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
ACSF3	ENST00000317447.4	acyl-CoA synthetase family member 3 	40	2	0	1	1	0	hsa-miR-100-3p				-0.06	-0.12	N/A
SPATA6	ENST00000371847.3	spermatogenesis associated 6 	23	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.09	N/A
NAA40	ENST00000377793.4	N(alpha)-acetyltransferase 40, NatD catalytic subunit 	217	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
ATP6V1B2	ENST00000276390.2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 	97	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.18	N/A
PARP1	ENST00000366794.5	poly (ADP-ribose) polymerase 1 	1264	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.16	N/A
PKNOX1	ENST00000291547.5	PBX/knotted 1 homeobox 1 	297	2	1	0	1	0	hsa-miR-100-3p				-0.06	-0.21	N/A
DHDDS	ENST00000360009.2	dehydrodolichyl diphosphate synthase 	325	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.11	N/A
SYK	ENST00000375754.4	spleen tyrosine kinase 	25	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.06	N/A
TBX10	ENST00000335385.3	T-box 10 	5	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
SPHKAP	ENST00000392056.3	SPHK1 interactor, AKAP domain containing 	5	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.06	N/A
TNFRSF8	ENST00000263932.2	tumor necrosis factor receptor superfamily, member 8 	5	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
SLC2A2	ENST00000314251.3	solute carrier family 2 (facilitated glucose transporter), member 2 	5	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
NUDT17	ENST00000334513.5	nudix (nucleoside diphosphate linked moiety X)-type motif 17 	131	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
GDI2	ENST00000380191.4	GDP dissociation inhibitor 2 	664	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.07	N/A
GABRA2	ENST00000507460.1	gamma-aminobutyric acid (GABA) A receptor, alpha 2 	10	1	0	0	1	2	hsa-miR-100-3p				-0.06	-0.11	N/A
DUSP3	ENST00000226004.3	dual specificity phosphatase 3 	836	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.09	N/A
CPD	ENST00000225719.4	carboxypeptidase D 	1766	1	0	1	0	4	hsa-miR-100-3p				-0.06	-0.06	N/A
SAMD5	ENST00000367474.1	sterile alpha motif domain containing 5 	28	1	0	1	0	2	hsa-miR-100-3p				-0.06	-0.06	N/A
FAM214B	ENST00000378566.1	family with sequence similarity 214, member B 	8	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.06	N/A
RGL3	ENST00000380456.3	ral guanine nucleotide dissociation stimulator-like 3 	114	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
FAM65B	ENST00000259698.4	family with sequence similarity 65, member B 	7	1	0	0	1	1	hsa-miR-100-3p				-0.06	-0.06	N/A
KCNC1	ENST00000379472.3	potassium voltage-gated channel, Shaw-related subfamily, member 1 	42	2	1	1	0	1	hsa-miR-100-3p				-0.06	-0.06	N/A
PTPRQ	ENST00000266688.5	protein tyrosine phosphatase, receptor type, Q 	0	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
TMEM132D	ENST00000389441.4	transmembrane protein 132D 	5	1	1	0	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
ERC2	ENST00000288221.6	ELKS/RAB6-interacting/CAST family member 2 	11	2	1	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
DUSP7	ENST00000495880.1	dual specificity phosphatase 7 	68	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.09	N/A
ATP13A3	ENST00000439040.1	ATPase type 13A3 	243	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.09	N/A
DUSP4	ENST00000240100.2	dual specificity phosphatase 4 	245	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.13	N/A
METTL21A	ENST00000448823.2	methyltransferase like 21A 	224	1	0	1	0	1	hsa-miR-100-3p				-0.06	-0.15	N/A
CYFIP2	ENST00000318218.6	cytoplasmic FMR1 interacting protein 2 	303	1	0	0	1	0	hsa-miR-100-3p				-0.06	-0.06	N/A
DOCK4	ENST00000428084.1	dedicator of cytokinesis 4 	211	1	0	0	1	2	hsa-miR-100-3p				-0.06	-0.06	N/A
ARRDC3	ENST00000265138.3	arrestin domain containing 3 	1313	1	0	1	0	2	hsa-miR-100-3p				-0.06	-0.06	N/A
FAM171B	ENST00000304698.5	family with sequence similarity 171, member B 	5	1	1	0	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
CDX2	ENST00000381020.7	caudal type homeobox 2 	563	1	0	1	0	0	hsa-miR-100-3p				-0.06	-0.06	N/A
HIST1H2AI	ENST00000358739.3	histone cluster 1, H2ai 	11	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.21	N/A
UBL3	ENST00000380680.4	ubiquitin-like 3 	431	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.15	N/A
MTPAP	ENST00000263063.4	mitochondrial poly(A) polymerase 	137	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.13	N/A
RPL37	ENST00000274242.5	ribosomal protein L37 	1785	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.06	N/A
SNTB2	ENST00000336278.4	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) 	254	1	0	1	0	2	hsa-miR-100-3p				-0.05	-0.07	N/A
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.09	N/A
DCN	ENST00000456569.2	decorin 	1280	2	1	0	1	2	hsa-miR-100-3p				-0.05	-0.96	N/A
YAF2	ENST00000327791.4	YY1 associated factor 2 	413	1	1	0	0	1	hsa-miR-100-3p				-0.05	-0.36	N/A
PKMYT1	ENST00000440027.2	protein kinase, membrane associated tyrosine/threonine 1 	1704	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.07	N/A
PSMA5	ENST00000271308.4	proteasome (prosome, macropain) subunit, alpha type, 5 	60	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.22	N/A
PLN	ENST00000357525.5	phospholamban 	5	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.23	N/A
RNF11	ENST00000242719.3	ring finger protein 11 	5881	3	0	3	0	2	hsa-miR-100-3p				-0.05	-0.35	N/A
CTNND1	ENST00000524630.1	catenin (cadherin-associated protein), delta 1 	743	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.06	N/A
ARNTL	ENST00000389708.3	aryl hydrocarbon receptor nuclear translocator-like 	456	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.05	N/A
EIF2AK3	ENST00000419748.1	eukaryotic translation initiation factor 2-alpha kinase 3 	120	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.05	N/A
HSPE1-MOB4	ENST00000604458.1	HSPE1-MOB4 readthrough 	123	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.06	N/A
NFE2L3	ENST00000056233.3	nuclear factor, erythroid 2-like 3 	36	2	0	0	2	1	hsa-miR-100-3p				-0.05	-0.12	N/A
FZD7	ENST00000286201.1	frizzled family receptor 7 	319	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.07	N/A
ZNF641	ENST00000301042.3	zinc finger protein 641 	87	2	0	1	1	2	hsa-miR-100-3p				-0.05	-0.23	N/A
SEC24A	ENST00000398844.2	SEC24 family, member A (S. cerevisiae) 	679	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.09	N/A
DTWD2	ENST00000304058.4	DTW domain containing 2 	83	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.07	N/A
EXOC8	ENST00000360394.2	exocyst complex component 8 	129	2	0	1	1	2	hsa-miR-100-3p				-0.05	-0.15	N/A
ZNF442	ENST00000242804.4	zinc finger protein 442 	10	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.10	N/A
INPP4A	ENST00000409016.4	inositol polyphosphate-4-phosphatase, type I, 107kDa 	387	1	1	0	0	1	hsa-miR-100-3p				-0.05	-0.06	N/A
SLC10A6	ENST00000273905.6	solute carrier family 10 (sodium/bile acid cotransporter), member 6 	7	2	0	1	1	0	hsa-miR-100-3p				-0.05	-0.24	N/A
SLC44A1	ENST00000374720.3	solute carrier family 44 (choline transporter), member 1 	407	1	0	0	1	2	hsa-miR-100-3p				-0.05	-0.05	N/A
AREL1	ENST00000356357.4	apoptosis resistant E3 ubiquitin protein ligase 1 	28	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.05	N/A
RASGRF1	ENST00000558480.2	Ras protein-specific guanine nucleotide-releasing factor 1 	5	1	1	0	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
KCND2	ENST00000331113.4	potassium voltage-gated channel, Shal-related subfamily, member 2 	5	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.05	N/A
MAT1A	ENST00000372213.3	methionine adenosyltransferase I, alpha 	19	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.09	N/A
AL590822.2	ENST00000597060.1	Uncharacterized protein; cDNA FLJ36608 fis, clone TRACH2015824  	10	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.11	N/A
SPCS3	ENST00000503362.1	signal peptidase complex subunit 3 homolog (S. cerevisiae) 	1645	2	0	0	2	1	hsa-miR-100-3p				-0.05	-0.19	N/A
SAP30L	ENST00000297109.6	SAP30-like 	335	2	0	2	0	5	hsa-miR-100-3p				-0.05	-0.14	N/A
HEBP2	ENST00000607197.1	heme binding protein 2 	252	2	0	0	2	1	hsa-miR-100-3p				-0.05	-0.26	N/A
CCDC25	ENST00000356537.4	coiled-coil domain containing 25 	654	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.32	N/A
PTCH1	ENST00000430669.2	patched 1 	123	2	0	2	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
MAPK1IP1L	ENST00000395468.4	mitogen-activated protein kinase 1 interacting protein 1-like 	4002	3	0	2	1	0	hsa-miR-100-3p				-0.05	-0.27	N/A
MFN1	ENST00000471841.1	mitofusin 1 	502	1	0	1	0	2	hsa-miR-100-3p				-0.05	-0.08	N/A
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	2	0	2	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
TACC1	ENST00000330691.6	transforming, acidic coiled-coil containing protein 1 	186	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.14	N/A
IKZF1	ENST00000331340.3	IKAROS family zinc finger 1 (Ikaros) 	11	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.05	N/A
KIF6	ENST00000287152.7	kinesin family member 6 	12	2	0	0	2	3	hsa-miR-100-3p				-0.05	-0.08	N/A
METTL15	ENST00000342303.5	methyltransferase like 15 	17	1	1	0	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
CYB561A3	ENST00000294072.4	cytochrome b561 family, member A3 	470	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
CBL	ENST00000264033.4	Cbl proto-oncogene, E3 ubiquitin protein ligase 	309	2	1	0	1	4	hsa-miR-100-3p				-0.05	-0.05	N/A
KCNJ15	ENST00000328656.4	potassium inwardly-rectifying channel, subfamily J, member 15 	5	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.05	N/A
SLC41A2	ENST00000258538.3	solute carrier family 41 (magnesium transporter), member 2 	224	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.06	N/A
EPGN	ENST00000413830.1	epithelial mitogen 	26	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.12	N/A
SFXN1	ENST00000321442.5	sideroflexin 1 	1018	1	0	0	1	2	hsa-miR-100-3p				-0.05	-0.13	N/A
HS3ST3A1	ENST00000284110.1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 	148	2	0	1	1	1	hsa-miR-100-3p				-0.05	-0.13	N/A
LCN10	ENST00000497771.1	lipocalin 10 	10	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.11	N/A
RAD1	ENST00000382038.2	RAD1 homolog (S. pombe) 	584	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.15	N/A
VTA1	ENST00000367630.4	vesicle (multivesicular body) trafficking 1 	1424	2	0	1	1	4	hsa-miR-100-3p				-0.05	-0.08	N/A
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.05	N/A
PAG1	ENST00000220597.4	phosphoprotein associated with glycosphingolipid microdomains 1 	53	3	0	1	2	2	hsa-miR-100-3p				-0.05	-0.13	N/A
RAB11FIP1	ENST00000287263.4	RAB11 family interacting protein 1 (class I) 	106	1	0	0	1	2	hsa-miR-100-3p				-0.05	-0.05	N/A
ZNF468	ENST00000595646.1	zinc finger protein 468 	83	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.05	N/A
TNR	ENST00000367674.2	tenascin R 	5	2	1	1	0	1	hsa-miR-100-3p				-0.05	-0.05	N/A
KCNJ16	ENST00000589377.1	potassium inwardly-rectifying channel, subfamily J, member 16 	5	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.05	N/A
TRDN	ENST00000398178.3	triadin 	5	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.07	N/A
GPR12	ENST00000405846.3	G protein-coupled receptor 12 	5	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
GPRIN2	ENST00000374314.4	G protein regulated inducer of neurite outgrowth 2 	5	2	1	1	0	1	hsa-miR-100-3p				-0.05	-0.05	N/A
NHSL2	ENST00000540800.1	NHS-like 2 	5	3	0	2	1	1	hsa-miR-100-3p				-0.05	-0.05	N/A
KSR2	ENST00000425217.1	kinase suppressor of ras 2 	22	3	0	2	1	1	hsa-miR-100-3p				-0.05	-0.05	N/A
KLHL29	ENST00000486442.1	kelch-like family member 29 	414	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
C3	ENST00000245907.6	complement component 3 	932	2	0	0	2	1	hsa-miR-100-3p				-0.05	-0.12	N/A
TIAF1	ENST00000408971.2	TGFB1-induced anti-apoptotic factor 1 	152	2	0	0	2	1	hsa-miR-100-3p				-0.05	-0.33	N/A
LRBA	ENST00000535741.1	LPS-responsive vesicle trafficking, beach and anchor containing 	603	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
TUBGCP4	ENST00000564079.1	tubulin, gamma complex associated protein 4 	129	1	1	0	0	0	hsa-miR-100-3p				-0.05	-0.25	N/A
COL19A1	ENST00000322773.4	collagen, type XIX, alpha 1 	5	1	1	0	0	3	hsa-miR-100-3p				-0.05	-0.39	N/A
PAQR4	ENST00000318782.8	progestin and adipoQ receptor family member IV 	703	2	0	2	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
SYPL1	ENST00000470347.1	synaptophysin-like 1 	2423	1	1	0	0	0	hsa-miR-100-3p				-0.05	-0.46	N/A
EBF2	ENST00000535548.1	early B-cell factor 2 	11	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.09	N/A
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	1	0	4	hsa-miR-100-3p				-0.05	-0.11	N/A
STX7	ENST00000367941.2	syntaxin 7 	1395	3	0	2	1	4	hsa-miR-100-3p				-0.05	-0.19	N/A
TYW3	ENST00000457880.2	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) 	140	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.20	N/A
SESTD1	ENST00000428443.3	SEC14 and spectrin domains 1 	478	1	0	0	1	4	hsa-miR-100-3p				-0.05	-0.07	N/A
SRD5A1	ENST00000274192.5	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) 	2684	2	1	0	1	2	hsa-miR-100-3p				-0.05	-0.47	N/A
POGLUT1	ENST00000295588.4	protein O-glucosyltransferase 1 	262	1	0	0	1	1	hsa-miR-100-3p				-0.05	-0.05	N/A
KIAA1239	ENST00000309447.5	KIAA1239 	5	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
ZNF14	ENST00000344099.3	zinc finger protein 14 	37	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
WNT10B	ENST00000407467.1	wingless-type MMTV integration site family, member 10B 	13	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.05	N/A
SULT1E1	ENST00000226444.3	sulfotransferase family 1E, estrogen-preferring, member 1 	5	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
TMEM63A	ENST00000366835.3	transmembrane protein 63A 	117	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
SAMD8	ENST00000372687.4	sterile alpha motif domain containing 8 	100	1	0	0	1	2	hsa-miR-100-3p				-0.05	-0.09	N/A
LOX	ENST00000231004.4	lysyl oxidase 	3441	1	1	0	0	1	hsa-miR-100-3p				-0.05	-0.11	N/A
MINA	ENST00000333396.7	MYC induced nuclear antigen 	209	1	0	1	0	2	hsa-miR-100-3p				-0.05	-0.12	N/A
RBBP4	ENST00000373493.5	retinoblastoma binding protein 4 	486	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.05	N/A
WDR70	ENST00000265107.4	WD repeat domain 70 	23	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.08	N/A
INTS7	ENST00000366994.3	integrator complex subunit 7 	431	2	0	2	0	0	hsa-miR-100-3p				-0.05	-0.18	N/A
TLL2	ENST00000357947.3	tolloid-like 2 	5	2	0	2	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
CASP8	ENST00000392259.2	caspase 8, apoptosis-related cysteine peptidase 	64	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
PRKAG3	ENST00000439262.2	protein kinase, AMP-activated, gamma 3 non-catalytic subunit 	5	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.05	N/A
ZNF473	ENST00000595661.1	zinc finger protein 473 	187	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.07	N/A
PIGK	ENST00000370812.3	phosphatidylinositol glycan anchor biosynthesis, class K 	1203	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.10	N/A
COL8A2	ENST00000303143.4	collagen, type VIII, alpha 2 	15	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.06	N/A
HOXB9	ENST00000311177.5	homeobox B9 	8	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.08	N/A
SERTAD2	ENST00000313349.3	SERTA domain containing 2 	119	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.10	N/A
ATXN7	ENST00000295900.6	ataxin 7 	264	1	0	0	1	0	hsa-miR-100-3p				-0.05	-0.06	N/A
ASAH2B	ENST00000374007.1	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B 	5	1	1	0	0	3	hsa-miR-100-3p				-0.05	-0.17	N/A
TRAF1	ENST00000373887.3	TNF receptor-associated factor 1 	5	3	0	1	2	2	hsa-miR-100-3p				-0.05	-0.12	N/A
RAD9B	ENST00000409425.1	RAD9 homolog B (S. pombe) 	10	1	0	1	0	0	hsa-miR-100-3p				-0.05	-0.10	N/A
HEPHL1	ENST00000315765.9	hephaestin-like 1 	5	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.05	N/A
LAMC2	ENST00000264144.4	laminin, gamma 2 	21	1	0	1	0	1	hsa-miR-100-3p				-0.05	-0.12	N/A
