Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
OXR1	ENST00000312046.6	oxidation resistance 1 	27	2	0	1	1	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
POTEF	ENST00000357462.5	POTE ankyrin domain family, member F 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
RNF125	ENST00000217740.3	ring finger protein 125, E3 ubiquitin protein ligase 	214	1	0	0	1	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
CD44	ENST00000278386.6	CD44 molecule (Indian blood group) 	1543	1	0	0	1	1	hsa-miR-195-3p				-0.05	-0.10	N/A
RNF144A	ENST00000320892.6	ring finger protein 144A 	124	2	1	1	0	1	hsa-miR-16-2-3p				-0.05	-0.05	N/A
CLASP2	ENST00000539981.1	cytoplasmic linker associated protein 2 	554	3	2	1	0	1	hsa-miR-16-2-3p				-0.05	-0.08	N/A
RRP15	ENST00000366932.3	ribosomal RNA processing 15 homolog (S. cerevisiae) 	243	2	0	1	1	1	hsa-miR-195-3p				-0.05	-0.21	N/A
FUBP1	ENST00000370767.1	far upstream element (FUSE) binding protein 1 	2021	2	1	1	0	1	hsa-miR-195-3p				-0.05	-0.11	N/A
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	1	0	0	5	hsa-miR-16-2-3p				-0.05	-0.16	N/A
UBL7	ENST00000567435.1	ubiquitin-like 7 (bone marrow stromal cell-derived) 	23	1	1	0	0	0	hsa-miR-16-2-3p				-0.05	-0.17	N/A
ARF6	ENST00000298316.5	ADP-ribosylation factor 6 	31	1	0	1	0	1	hsa-miR-16-2-3p				-0.05	-0.06	N/A
TPP2	ENST00000376052.3	tripeptidyl peptidase II 	240	1	1	0	0	0	hsa-miR-16-2-3p				-0.05	-0.12	N/A
LPGAT1	ENST00000366997.4	lysophosphatidylglycerol acyltransferase 1 	135	1	1	0	0	1	hsa-miR-195-3p				-0.05	-0.05	N/A
PPP6R3	ENST00000393800.2	protein phosphatase 6, regulatory subunit 3 	400	1	0	1	0	3	hsa-miR-16-2-3p				-0.05	-0.05	N/A
PROX1	ENST00000366958.4	prospero homeobox 1 	131	2	1	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
AL161915.1	ENST00000391366.1	Uncharacterized protein  	18	1	0	0	1	1	hsa-miR-195-3p				-0.05	-0.07	N/A
ACSL6	ENST00000379264.2	acyl-CoA synthetase long-chain family member 6 	7	1	1	0	0	3	hsa-miR-16-2-3p				-0.05	-0.06	N/A
TWSG1	ENST00000262120.5	twisted gastrulation BMP signaling modulator 1 	38	1	0	0	1	0	hsa-miR-195-3p				-0.05	-0.18	N/A
DNAJC3	ENST00000602402.1	DnaJ (Hsp40) homolog, subfamily C, member 3 	125	2	1	1	0	0	hsa-miR-16-2-3p				-0.05	-0.06	N/A
SH3D19	ENST00000409598.4	SH3 domain containing 19 	245	3	0	0	3	0	hsa-miR-195-3p				-0.05	-0.14	N/A
PCDHA5	ENST00000529859.1	protocadherin alpha 5 	86	1	0	1	0	1	hsa-miR-16-2-3p				-0.05	-0.05	N/A
C5orf27	ENST00000436592.1	chromosome 5 open reading frame 27 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
ADAMTS9	ENST00000295903.4	ADAM metallopeptidase with thrombospondin type 1 motif, 9 	5	1	0	1	0	1	hsa-miR-195-3p				-0.05	-0.05	N/A
PDGFB	ENST00000331163.6	platelet-derived growth factor beta polypeptide 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
JRKL	ENST00000458427.1	jerky homolog-like (mouse) 	116	2	0	1	1	0	hsa-miR-16-2-3p				-0.05	-0.08	N/A
SETD7	ENST00000274031.3	SET domain containing (lysine methyltransferase) 7 	76	1	0	0	1	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
KIAA1147	ENST00000536163.1	KIAA1147 	73	2	0	1	1	1	hsa-miR-195-3p				-0.05	-0.05	N/A
BAK1	ENST00000442998.2	BCL2-antagonist/killer 1 	15	1	0	0	1	0	hsa-miR-195-3p				-0.05	-0.07	N/A
RTN4IP1	ENST00000539449.1	reticulon 4 interacting protein 1 	19	1	1	0	0	0	hsa-miR-16-2-3p				-0.05	-0.19	N/A
MXI1	ENST00000332674.5	MAX interactor 1, dimerization protein 	278	1	0	1	0	1	hsa-miR-16-2-3p				-0.05	-0.07	N/A
NAA15	ENST00000296543.5	N(alpha)-acetyltransferase 15, NatA auxiliary subunit 	546	2	0	1	1	0	hsa-miR-16-2-3p				-0.05	-0.15	N/A
CPNE8	ENST00000331366.5	copine VIII 	343	1	0	1	0	0	hsa-miR-195-3p				-0.05	-0.05	N/A
TEX26	ENST00000380473.3	testis expressed 26 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
CORO1C	ENST00000261401.3	coronin, actin binding protein, 1C 	1970	1	1	0	0	1	hsa-miR-16-2-3p				-0.05	-0.05	N/A
KLHL6	ENST00000341319.3	kelch-like family member 6 	5	1	0	1	0	0	hsa-miR-195-3p				-0.05	-0.05	N/A
RASGEF1A	ENST00000374459.1	RasGEF domain family, member 1A 	10	1	0	0	1	1	hsa-miR-195-3p				-0.05	-0.06	N/A
NEBL	ENST00000377122.4	nebulette 	181	2	0	1	1	2	hsa-miR-16-2-3p				-0.05	-0.05	N/A
SLC5A12	ENST00000396005.3	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12 	8	3	1	2	0	1	hsa-miR-195-3p				-0.05	-0.08	N/A
ZNF721	ENST00000338977.5	zinc finger protein 721 	249	2	0	1	1	1	hsa-miR-16-2-3p				-0.05	-0.07	N/A
ABCC2	ENST00000370449.4	ATP-binding cassette, sub-family C (CFTR/MRP), member 2 	39	3	0	2	1	0	hsa-miR-195-3p				-0.05	-0.08	N/A
FAM20B	ENST00000263733.4	family with sequence similarity 20, member B 	113	1	1	0	0	0	hsa-miR-16-2-3p				-0.05	-0.28	N/A
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	2	0	2	0	2	hsa-miR-16-2-3p				-0.05	-0.09	N/A
NUFIP1	ENST00000379161.4	nuclear fragile X mental retardation protein interacting protein 1 	28	1	1	0	0	0	hsa-miR-16-2-3p				-0.05	-0.29	N/A
ZNF41	ENST00000313116.7	zinc finger protein 41 	86	1	1	0	0	1	hsa-miR-16-2-3p				-0.05	-0.07	N/A
PRDX3	ENST00000356951.3	peroxiredoxin 3 	141	1	0	0	1	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
ZNF253	ENST00000589717.1	zinc finger protein 253 	25	1	0	0	1	0	hsa-miR-16-2-3p				-0.05	-0.08	N/A
CCDC59	ENST00000256151.7	coiled-coil domain containing 59 	140	2	1	0	1	2	hsa-miR-195-3p				-0.05	-0.34	N/A
KRAS	ENST00000256078.4	Kirsten rat sarcoma viral oncogene homolog 	40	1	0	0	1	2	hsa-miR-16-2-3p				-0.05	-0.10	N/A
RAD51L3-RFFL	ENST00000593039.1	Uncharacterized protein  	670	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
FAM83F	ENST00000333407.6	family with sequence similarity 83, member F 	5	2	1	0	1	1	hsa-miR-195-3p				-0.05	-0.05	N/A
UBE2Q2	ENST00000267938.4	ubiquitin-conjugating enzyme E2Q family member 2 	106	2	0	1	1	2	hsa-miR-195-3p				-0.05	-0.05	N/A
C6orf195	ENST00000296847.3	chromosome 6 open reading frame 195 	5	1	0	1	0	0	hsa-miR-195-3p				-0.05	-0.05	N/A
ZNF839	ENST00000262236.5	zinc finger protein 839 	213	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
KIAA0907	ENST00000368320.3	KIAA0907 	48	2	1	0	1	1	hsa-miR-16-2-3p				-0.05	-0.05	N/A
CACYBP	ENST00000367681.2	calcyclin binding protein 	374	1	0	1	0	1	hsa-miR-16-2-3p				-0.05	-0.05	N/A
MARCH6	ENST00000274140.5	membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase 	14086	2	1	1	0	2	hsa-miR-16-2-3p				-0.05	-0.05	N/A
OR2C3	ENST00000366487.3	olfactory receptor, family 2, subfamily C, member 3 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
OR1L8	ENST00000304865.2	olfactory receptor, family 1, subfamily L, member 8 	8	1	0	1	0	1	hsa-miR-16-2-3p				-0.05	-0.13	N/A
A1CF	ENST00000374001.2	APOBEC1 complementation factor 	80	2	0	2	0	5	hsa-miR-195-3p				-0.05	-0.23	N/A
ORC6	ENST00000568364.2	origin recognition complex, subunit 6 	855	1	0	0	1	1	hsa-miR-16-2-3p				-0.05	-0.08	N/A
TBX18	ENST00000369663.5	T-box 18 	54	3	1	2	0	0	hsa-miR-16-2-3p				-0.05	-0.07	N/A
SLC1A1	ENST00000262352.3	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 	138	1	0	1	0	0	hsa-miR-16-2-3p				-0.05	-0.05	N/A
EYA4	ENST00000367895.5	eyes absent homolog 4 (Drosophila) 	242	3	0	2	1	1	hsa-miR-16-2-3p				-0.05	-0.05	N/A
CAMK4	ENST00000282356.4	calcium/calmodulin-dependent protein kinase IV 	73	1	0	1	0	4	hsa-miR-16-2-3p				-0.05	-0.08	N/A
IREB2	ENST00000258886.8	iron-responsive element binding protein 2 	1096	1	0	1	0	4	hsa-miR-16-2-3p				-0.05	-0.05	N/A
CADM1	ENST00000452722.3	cell adhesion molecule 1 	676	1	1	0	0	3	hsa-miR-16-2-3p				-0.05	-0.07	N/A
SEC16B	ENST00000308284.6	SEC16 homolog B (S. cerevisiae) 	251	1	0	0	1	3	hsa-miR-16-2-3p				-0.05	-0.05	N/A
EXOC8	ENST00000360394.2	exocyst complex component 8 	129	3	0	2	1	0	hsa-miR-195-3p				-0.05	-0.07	N/A
HMBOX1	ENST00000397358.3	homeobox containing 1 	27	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.04	N/A
PHYHIPL	ENST00000373880.4	phytanoyl-CoA 2-hydroxylase interacting protein-like 	26	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TBC1D24	ENST00000567020.1	TBC1 domain family, member 24 	269	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PCDHAC2	ENST00000289269.5	protocadherin alpha subfamily C, 2 	86	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZNF275	ENST00000370251.3	zinc finger protein 275 	465	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZNF441	ENST00000357901.4	zinc finger protein 441 	5	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
LHFP	ENST00000379589.3	lipoma HMGIC fusion partner 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
HDAC9	ENST00000405010.3	histone deacetylase 9 	13	1	0	1	0	2	hsa-miR-16-2-3p				-0.04	-0.12	N/A
ZNF134	ENST00000396161.5	zinc finger protein 134 	184	2	2	0	0	2	hsa-miR-16-2-3p				-0.04	-0.08	N/A
DPY19L3	ENST00000586987.1	dpy-19-like 3 (C. elegans) 	146	1	0	0	1	1	hsa-miR-195-3p				-0.04	-0.07	N/A
PTPN14	ENST00000366956.5	protein tyrosine phosphatase, non-receptor type 14 	301	1	0	0	1	2	hsa-miR-16-2-3p				-0.04	-0.05	N/A
ZBTB1	ENST00000394712.2	zinc finger and BTB domain containing 1 	920	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.16	N/A
PTGS2	ENST00000367468.5	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) 	263	2	0	1	1	0	hsa-miR-16-2-3p				-0.04	-0.11	N/A
SFXN1	ENST00000321442.5	sideroflexin 1 	1018	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.06	N/A
IQCB1	ENST00000310864.6	IQ motif containing B1 	45	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.10	N/A
UBQLNL	ENST00000380184.1	ubiquilin-like 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
MAGEA10	ENST00000370323.4	melanoma antigen family A, 10 	5	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.04	N/A
C15orf53	ENST00000318792.1	chromosome 15 open reading frame 53 	5	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TECRL	ENST00000381210.3	trans-2,3-enoyl-CoA reductase-like 	5	2	0	0	2	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ALDH7A1	ENST00000409134.3	aldehyde dehydrogenase 7 family, member A1 	2007	3	1	1	1	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
RNF2	ENST00000367510.3	ring finger protein 2 	414	3	0	2	1	0	hsa-miR-16-2-3p				-0.04	-0.15	N/A
RALGPS2	ENST00000367635.3	Ral GEF with PH domain and SH3 binding motif 2 	201	3	0	3	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
DSG2	ENST00000261590.8	desmoglein 2 	810	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
DBT	ENST00000370132.4	dihydrolipoamide branched chain transacylase E2 	117	1	0	1	0	2	hsa-miR-195-3p				-0.04	-0.05	N/A
STOX2	ENST00000308497.4	storkhead box 2 	379	1	1	0	0	3	hsa-miR-195-3p				-0.04	-0.04	N/A
RAD23B	ENST00000358015.3	RAD23 homolog B (S. cerevisiae) 	1012	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
PLEKHA3	ENST00000234453.5	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 	767	4	0	3	1	1	hsa-miR-195-3p				-0.04	-0.15	N/A
GREM2	ENST00000318160.4	gremlin 2, DAN family BMP antagonist 	631	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TTC30A	ENST00000355689.5	tetratricopeptide repeat domain 30A 	30	2	0	0	2	0	hsa-miR-16-2-3p				-0.04	-0.20	N/A
DHX33	ENST00000225296.3	DEAH (Asp-Glu-Ala-His) box polypeptide 33 	724	2	0	1	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PTGR2	ENST00000555661.1	prostaglandin reductase 2 	244	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
TRA2B	ENST00000453386.2	transformer 2 beta homolog (Drosophila) 	1868	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.20	N/A
MBL2	ENST00000373968.3	mannose-binding lectin (protein C) 2, soluble 	5	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.08	N/A
ZNF793	ENST00000445217.1	zinc finger protein 793 	22	2	0	2	0	2	hsa-miR-16-2-3p				-0.04	-0.11	N/A
PTGIS	ENST00000244043.4	prostaglandin I2 (prostacyclin) synthase 	192	1	0	1	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	3	0	3	0	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
RPL3L	ENST00000268661.7	ribosomal protein L3-like 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PADI4	ENST00000375448.4	peptidyl arginine deiminase, type IV 	5	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
GATA5	ENST00000252997.2	GATA binding protein 5 	7	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.06	N/A
NR4A2	ENST00000409108.2	nuclear receptor subfamily 4, group A, member 2 	1631	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TRIM59	ENST00000309784.4	tripartite motif containing 59 	10	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.07	N/A
CDYL	ENST00000343762.5	chromodomain protein, Y-like 	24	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.07	N/A
GRSF1	ENST00000254799.6	G-rich RNA sequence binding factor 1 	4414	4	1	3	0	0	hsa-miR-16-2-3p				-0.04	-0.14	N/A
POC1B	ENST00000378528.2	POC1 centriolar protein B 	61	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
ORC2	ENST00000234296.2	origin recognition complex, subunit 2 	381	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
KLF8	ENST00000468660.1	Kruppel-like factor 8 	8	3	0	1	2	2	hsa-miR-16-2-3p				-0.04	-0.18	N/A
MGAT4A	ENST00000264968.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A 	223	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.09	N/A
ZIK1	ENST00000307468.4	zinc finger protein interacting with K protein 1 	64	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
KATNAL1	ENST00000380615.3	katanin p60 subunit A-like 1 	335	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.07	N/A
DR1	ENST00000370272.4	down-regulator of transcription 1, TBP-binding (negative cofactor 2) 	2994	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
HIST2H2BE	ENST00000369155.2	histone cluster 2, H2be 	256	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SDC2	ENST00000302190.4	syndecan 2 	774	2	1	1	0	1	hsa-miR-16-2-3p				-0.04	-0.20	N/A
ZNF585A	ENST00000356958.4	zinc finger protein 585A 	77	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TFAM	ENST00000487519.1	transcription factor A, mitochondrial 	1323	1	0	0	1	4	hsa-miR-16-2-3p				-0.04	-0.15	N/A
YTHDF3	ENST00000539294.1	YTH domain family, member 3 	444	1	1	0	0	1	hsa-miR-195-3p				-0.04	-0.05	N/A
CALCR	ENST00000359558.2	calcitonin receptor 	5	1	0	1	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
COL4A3BP	ENST00000380494.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	134	1	0	1	0	3	hsa-miR-195-3p				-0.04	-0.04	N/A
TMCC3	ENST00000261226.4	transmembrane and coiled-coil domain family 3 	70	3	0	2	1	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
GAB1	ENST00000262995.4	GRB2-associated binding protein 1 	26	3	0	3	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
C3orf70	ENST00000335012.2	chromosome 3 open reading frame 70 	19	1	1	0	0	1	hsa-miR-16-2-3p				-0.04	-0.07	N/A
NAA38	ENST00000249299.2	N(alpha)-acetyltransferase 38, NatC auxiliary subunit 	458	2	0	1	1	2	hsa-miR-195-3p				-0.04	-0.69	N/A
ARHGAP18	ENST00000368149.2	Rho GTPase activating protein 18 	176	1	1	0	0	1	hsa-miR-195-3p				-0.04	-0.11	N/A
LIMS1	ENST00000393310.1	LIM and senescent cell antigen-like domains 1 	68	2	0	2	0	3	hsa-miR-195-3p				-0.04	-0.11	N/A
PAWR	ENST00000328827.4	PRKC, apoptosis, WT1, regulator 	1872	1	1	0	0	3	hsa-miR-16-2-3p				-0.04	-0.23	N/A
MME	ENST00000460393.1	membrane metallo-endopeptidase 	37	2	1	0	1	1	hsa-miR-16-2-3p				-0.04	-0.06	N/A
RPA3	ENST00000223129.4	replication protein A3, 14kDa 	1363	1	0	0	1	0	hsa-miR-195-3p				-0.04	-0.10	N/A
LRAT	ENST00000336356.3	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) 	9	2	0	1	1	1	hsa-miR-195-3p				-0.04	-0.04	N/A
SPOCK1	ENST00000394945.1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 	935	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SP3	ENST00000310015.6	Sp3 transcription factor 	285	5	1	3	1	3	hsa-miR-16-2-3p				-0.04	-0.10	N/A
EXPH5	ENST00000265843.4	exophilin 5 	49	2	1	1	0	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
SGPP2	ENST00000321276.7	sphingosine-1-phosphate phosphatase 2 	182	1	0	0	1	1	hsa-miR-195-3p				-0.04	-0.07	N/A
TTF2	ENST00000369466.4	transcription termination factor, RNA polymerase II 	837	4	0	2	2	1	hsa-miR-16-2-3p				-0.04	-0.08	N/A
HP1BP3	ENST00000312239.5	heterochromatin protein 1, binding protein 3 	1886	2	0	0	2	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SLC25A51	ENST00000380590.3	solute carrier family 25, member 51 	170	1	0	1	0	2	hsa-miR-195-3p				-0.04	-0.04	N/A
BPHL	ENST00000380368.2	biphenyl hydrolase-like (serine hydrolase) 	618	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SLAIN2	ENST00000264313.6	SLAIN motif family, member 2 	859	1	1	0	0	3	hsa-miR-16-2-3p				-0.04	-0.22	N/A
TRAT1	ENST00000295756.6	T cell receptor associated transmembrane adaptor 1 	5	1	0	0	1	2	hsa-miR-16-2-3p				-0.04	-0.09	N/A
AMOTL1	ENST00000317837.9	angiomotin like 1 	712	3	1	1	1	2	hsa-miR-16-2-3p				-0.04	-0.06	N/A
TMEM2	ENST00000377044.4	transmembrane protein 2 	130	2	0	0	2	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
TMEM64	ENST00000458549.2	transmembrane protein 64 	200	2	0	1	1	2	hsa-miR-195-3p				-0.04	-0.10	N/A
CYYR1	ENST00000299340.4	cysteine/tyrosine-rich 1 	5	2	0	0	2	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ZNF286A	ENST00000395894.2	Zinc finger protein 286A  	19	1	0	0	1	2	hsa-miR-195-3p				-0.04	-0.04	N/A
CYB561A3	ENST00000294072.4	cytochrome b561 family, member A3 	470	1	1	0	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PLCB1	ENST00000378641.3	phospholipase C, beta 1 (phosphoinositide-specific) 	21	1	0	1	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
CTAGE1	ENST00000391403.2	cutaneous T-cell lymphoma-associated antigen 1 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TMEM255A	ENST00000309720.5	transmembrane protein 255A 	113	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
STPG1	ENST00000374409.1	sperm-tail PG-rich repeat containing 1 	24	1	0	1	0	0	hsa-miR-195-3p				-0.04	-0.04	N/A
KIAA1217	ENST00000396445.1	KIAA1217 	320	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.04	N/A
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	2	1	0	1	1	hsa-miR-195-3p				-0.04	-0.04	N/A
ZDHHC20	ENST00000320220.9	zinc finger, DHHC-type containing 20 	1486	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
MAML2	ENST00000524717.1	mastermind-like 2 (Drosophila) 	104	3	0	3	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
C18orf54	ENST00000300091.5	chromosome 18 open reading frame 54 	183	3	1	1	1	1	hsa-miR-195-3p				-0.04	-0.24	N/A
CALD1	ENST00000361388.2	caldesmon 1 	1013	2	1	1	0	1	hsa-miR-16-2-3p				-0.04	-0.13	N/A
AC021218.2	ENST00000377722.2	Uncharacterized protein  	10	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.08	N/A
TLK1	ENST00000431350.2	tousled-like kinase 1 	200	3	0	2	1	2	hsa-miR-16-2-3p				-0.04	-0.06	N/A
THAP5	ENST00000415914.3	THAP domain containing 5 	571	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.09	N/A
INSR	ENST00000341500.5	insulin receptor 	577	2	1	1	0	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
FGF13	ENST00000315930.6	fibroblast growth factor 13 	17	1	0	1	0	0	hsa-miR-195-3p				-0.04	-0.05	N/A
TMEM117	ENST00000551577.1	transmembrane protein 117 	381	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
PJA2	ENST00000361189.2	praja ring finger 2, E3 ubiquitin protein ligase 	220	1	0	1	0	1	hsa-miR-195-3p				-0.04	-0.05	N/A
KIAA1737	ENST00000361786.2	KIAA1737 	57	1	0	0	1	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
RCAN3	ENST00000374395.4	RCAN family member 3 	395	2	1	1	0	1	hsa-miR-195-3p				-0.04	-0.05	N/A
EIF3H	ENST00000521861.1	eukaryotic translation initiation factor 3, subunit H 	27	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
STXBP5	ENST00000367481.3	syntaxin binding protein 5 (tomosyn) 	555	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
SLC30A6	ENST00000282587.5	solute carrier family 30 (zinc transporter), member 6 	711	2	1	1	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
OSBPL3	ENST00000313367.2	oxysterol binding protein-like 3 	200	3	0	3	0	0	hsa-miR-16-2-3p				-0.04	-0.06	N/A
PRKAR1A	ENST00000589228.1	protein kinase, cAMP-dependent, regulatory, type I, alpha 	1257	2	0	1	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	3	1	0	2	1	hsa-miR-16-2-3p				-0.04	-0.05	N/A
MCTP2	ENST00000357742.4	multiple C2 domains, transmembrane 2 	59	3	0	2	1	0	hsa-miR-16-2-3p				-0.04	-0.05	N/A
UBP1	ENST00000283629.3	upstream binding protein 1 (LBP-1a) 	1418	2	1	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TENM1	ENST00000371130.3	teneurin transmembrane protein 1 	5	3	0	1	2	2	hsa-miR-16-2-3p				-0.04	-0.04	N/A
HIAT1	ENST00000370152.3	hippocampus abundant transcript 1 	1473	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
HOXB2	ENST00000330070.4	homeobox B2 	1282	1	0	1	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ABCA10	ENST00000416101.2	ATP-binding cassette, sub-family A (ABC1), member 10 	7	2	1	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TRIM2	ENST00000338700.5	tripartite motif containing 2 	22	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
ANAPC1	ENST00000341068.3	anaphase promoting complex subunit 1 	47	2	1	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
KIF26B	ENST00000366518.4	kinesin family member 26B 	25	2	1	0	1	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
HS6ST2	ENST00000370836.2	heparan sulfate 6-O-sulfotransferase 2 	4566	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
SNRK	ENST00000429705.2	SNF related kinase 	153	2	0	2	0	2	hsa-miR-16-2-3p				-0.04	-0.04	N/A
DOK5	ENST00000262593.5	docking protein 5 	5	1	0	0	1	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
IL16	ENST00000394660.2	interleukin 16 	5	2	0	2	0	0	hsa-miR-16-2-3p				-0.04	-0.04	N/A
TRPM6	ENST00000360774.1	transient receptor potential cation channel, subfamily M, member 6 	21	2	0	2	0	1	hsa-miR-16-2-3p				-0.04	-0.04	N/A
