Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
KPNA6	ENST00000373625.3	karyopherin alpha 6 (importin alpha 7) 	272	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0144	0.1016	0.5809	-0.05	-0.07	< 0.1	NULL
ZNF259	ENST00000227322.3	zinc finger protein 259 	265	0	0	0	0	1	0	0	1	2	hsa-miR-199a-5p	0.0025	0.0184	0.1282	-0.05	-0.23	0.21	NULL
PLEKHA8	ENST00000449726.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	661	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0031	0.0229	0.1621	-0.05	-0.06	0.13	NULL
ESYT3	ENST00000389567.4	extended synaptotagmin-like protein 3 	17	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0036	0.0261	0.1643	-0.05	-0.09	< 0.1	NULL
C2ORF15	ENST00000302513.2	Uncharacterized protein C2orf15  	166	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0045	0.0330	0.2228	-0.05	-0.14	0.19	NULL
POU6F2	ENST00000518318.2	POU class 6 homeobox 2 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0094	0.0681	0.4320	-0.05	-0.05	0.15	NULL
DRAXIN	ENST00000294485.5	dorsal inhibitory axon guidance protein 	5	0	0	0	0	1	0	1	0	4	hsa-miR-199b-5p	0.0099	0.0709	0.4289	-0.05	-0.05	0.14	NULL
ENC1	ENST00000302351.4	ectodermal-neural cortex 1 (with BTB domain) 	57	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0026	0.0192	0.1346	-0.05	-0.05	< 0.1	NULL
SNX20	ENST00000330943.4	sorting nexin 20 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0053	0.0381	0.2412	-0.05	-0.05	< 0.1	NULL
SPECC1L	ENST00000314328.9	sperm antigen with calponin homology and coiled-coil domains 1-like 	3720	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0022	0.0164	0.1169	-0.05	-0.05	< 0.1	NULL
PRDM15	ENST00000422911.1	PR domain containing 15 	328	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0197	0.1384	0.7692	-0.05	-0.05	< 0.1	NULL
BCL2L13	ENST00000418951.2	BCL2-like 13 (apoptosis facilitator) 	741	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0016	0.0115	0.0794	-0.05	-0.05	< 0.1	NULL
RP11-383H13.1	ENST00000521467.1	Protein LOC100132891; cDNA FLJ53548  	26	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0022	0.0164	0.1149	-0.05	-0.14	< 0.1	NULL
MRGPRF	ENST00000441623.1	MAS-related GPR, member F 	140	0	0	0	0	3	0	2	1	1	hsa-miR-199a-5p	0.0012	0.0087	0.0613	-0.05	-0.11	< 0.1	NULL
PTPLAD2	ENST00000495827.2	protein tyrosine phosphatase-like A domain containing 2 	17	0	0	0	0	2	1	1	0	0	hsa-miR-199b-5p	0.0061	0.0427	0.2331	-0.05	-0.19	< 0.1	NULL
ANKRD13C	ENST00000370944.4	ankyrin repeat domain 13C 	369	1	1	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0075	0.0468	0.1755	-0.05	-0.37	0.79	2009, 2011
WIPF1	ENST00000392547.2	WAS/WASL interacting protein family, member 1 	304	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0020	0.0147	0.0976	-0.05	-0.11	< 0.1	NULL
LSM14A	ENST00000433627.5	LSM14A, SCD6 homolog A (S. cerevisiae) 	362	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0027	0.0198	0.1244	-0.05	-0.12	< 0.1	NULL
PAK1	ENST00000278568.4	p21 protein (Cdc42/Rac)-activated kinase 1 	374	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0042	0.0301	0.1784	-0.05	-0.10	< 0.1	NULL
ZBTB10	ENST00000430430.1	zinc finger and BTB domain containing 10 	113	0	0	0	0	2	0	1	1	0	hsa-miR-199b-5p	0.0113	0.0790	0.4327	-0.05	-0.13	0.17	NULL
CENPO	ENST00000380834.2	centromere protein O 	298	0	0	0	0	2	0	0	2	1	hsa-miR-199b-5p	0.0035	0.0251	0.1619	-0.05	-0.08	< 0.1	NULL
FAM227A	ENST00000535113.1	family with sequence similarity 227, member A 	16	0	0	0	0	2	0	1	1	2	hsa-miR-199b-5p	0.0078	0.0566	0.3681	-0.05	-0.06	0.11	NULL
CNTNAP2	ENST00000361727.3	contactin associated protein-like 2 	29	0	0	0	0	2	1	1	0	1	hsa-miR-199a-5p	0.0217	0.1550	0.9326	-0.05	-0.07	< 0.1	NULL
VCL	ENST00000372755.3	vinculin 	189	0	0	0	0	3	0	1	2	1	hsa-miR-199a-5p	0.0066	0.0476	0.3012	-0.05	-0.18	0.32	NULL
TRAF1	ENST00000373887.3	TNF receptor-associated factor 1 	5	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0096	0.0697	0.4500	-0.05	-0.05	0.22	NULL
CHMP1B	ENST00000526991.2	charged multivesicular body protein 1B 	3248	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0033	0.0233	0.1411	-0.05	-0.11	0.15	NULL
KCNK10	ENST00000340700.5	potassium channel, subfamily K, member 10 	5	0	0	0	0	1	0	0	1	3	hsa-miR-199b-5p	0.0072	0.0531	0.3730	-0.05	-0.06	< 0.1	NULL
CALCOCO1	ENST00000548263.1	calcium binding and coiled-coil domain 1 	68	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0049	0.0354	0.2339	-0.05	-0.05	< 0.1	NULL
PPME1	ENST00000328257.8	protein phosphatase methylesterase 1 	343	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0018	0.0135	0.0918	-0.05	-0.05	< 0.1	NULL
ANKRD33B	ENST00000296657.5	ankyrin repeat domain 33B 	9	0	0	0	0	4	1	2	1	1	hsa-miR-199a-5p	0.0110	0.0780	0.4538	-0.05	-0.12	< 0.1	NULL
SLC52A3	ENST00000381944.3	solute carrier family 52 (riboflavin transporter), member 3 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0029	0.0211	0.1417	-0.05	-0.05	< 0.1	NULL
CACNG8	ENST00000270458.2	calcium channel, voltage-dependent, gamma subunit 8 	5	0	0	0	0	1	1	0	0	1	hsa-miR-199a-5p	0.0079	0.0569	0.3580	-0.05	-0.05	< 0.1	NULL
COPS7B	ENST00000373608.3	COP9 signalosome subunit 7B 	331	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0013	0.0096	0.0688	-0.05	-0.05	< 0.1	NULL
CPZ	ENST00000382480.2	carboxypeptidase Z 	25	0	0	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0015	0.0103	0.0603	-0.05	-0.28	< 0.1	NULL
GRPEL2	ENST00000416916.2	GrpE-like 2, mitochondrial (E. coli) 	79	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0034	0.0250	0.1636	-0.05	-0.07	< 0.1	NULL
ELP2	ENST00000358232.6	elongator acetyltransferase complex subunit 2 	845	0	0	0	0	3	0	2	1	1	hsa-miR-199a-5p	0.0077	0.0554	0.3644	-0.05	-0.31	0.15	NULL
YY1	ENST00000262238.4	YY1 transcription factor 	1803	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0052	0.0384	0.2670	-0.05	-0.08	0.14	NULL
IVNS1ABP	ENST00000367498.3	influenza virus NS1A binding protein 	2215	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0056	0.0381	0.1886	-0.05	-0.33	< 0.1	NULL
PDE3B	ENST00000282096.4	phosphodiesterase 3B, cGMP-inhibited 	258	0	0	0	0	1	1	0	0	2	hsa-miR-199a-5p	0.0146	0.1063	0.7060	-0.05	-0.08	< 0.1	NULL
GAS7	ENST00000437099.2	growth arrest-specific 7 	186	0	0	0	0	2	0	0	2	2	hsa-miR-199a-5p	0.0049	0.0356	0.2385	-0.05	-0.06	< 0.1	NULL
LMO3	ENST00000354662.1	LIM domain only 3 (rhombotin-like 2) 	7	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0065	0.0467	0.2788	-0.05	-0.08	< 0.1	NULL
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0133	0.0926	0.4972	-0.05	-0.05	0.37	2005, 2007, 2009, 2011
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	0	0	0	0	2	1	1	0	2	hsa-miR-199b-5p	0.0325	0.2269	1.2354	-0.05	-0.05	< 0.1	NULL
ACAP2	ENST00000326793.6	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 	253	0	0	0	0	2	0	0	2	0	hsa-miR-199a-5p	0.0056	0.0406	0.2589	-0.05	-0.06	< 0.1	NULL
VRTN	ENST00000256362.4	vertebrae development associated 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0030	0.0221	0.1556	-0.05	-0.05	< 0.1	NULL
NDUFB4	ENST00000485064.1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa 	2216	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0008	0.0062	0.0440	-0.05	-0.05	< 0.1	NULL
GOLGA8O	ENST00000509311.2	golgin A8 family, member O 	0	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0041	0.0294	0.1925	-0.05	-0.05	< 0.1	NULL
GOLGA8K	ENST00000512626.2	golgin A8 family, member K 	0	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0044	0.0316	0.2086	-0.05	-0.05	< 0.1	NULL
PLEK	ENST00000234313.7	pleckstrin 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0031	0.0228	0.1584	-0.05	-0.05	< 0.1	NULL
GOLGA8H	ENST00000566740.1	golgin A8 family, member H 	2	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0044	0.0316	0.2085	-0.05	-0.05	< 0.1	NULL
PYGB	ENST00000216962.4	phosphorylase, glycogen; brain 	1761	0	0	0	0	1	1	0	0	3	hsa-miR-199a-5p	0.0055	0.0398	0.2626	-0.05	-0.05	< 0.1	NULL
GOLGA8R	ENST00000327271.10	golgin A8 family, member R 	0	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0040	0.0293	0.1920	-0.05	-0.05	< 0.1	NULL
CHST6	ENST00000332272.4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6 	37	0	0	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0109	0.0776	0.4482	-0.05	-0.06	< 0.1	NULL
MOB3B	ENST00000262244.5	MOB kinase activator 3B 	52	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0079	0.0574	0.3830	-0.05	-0.12	< 0.1	NULL
DBT	ENST00000370132.4	dihydrolipoamide branched chain transacylase E2 	117	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0113	0.0804	0.4837	-0.05	-0.13	< 0.1	NULL
SLC16A7	ENST00000261187.4	solute carrier family 16 (monocarboxylate transporter), member 7 	73	0	0	0	0	2	1	0	1	0	hsa-miR-199a-5p	0.0095	0.0677	0.3934	-0.05	-0.15	< 0.1	NULL
SSH2	ENST00000582084.1	slingshot protein phosphatase 2 	190	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0034	0.0209	0.0690	-0.05	-0.56	0.10	NULL
PRSS12	ENST00000296498.3	protease, serine, 12 (neurotrypsin, motopsin) 	57	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0031	0.0224	0.1407	-0.05	-0.12	< 0.1	NULL
STK35	ENST00000381482.3	serine/threonine kinase 35 	263	0	0	0	0	1	0	0	1	4	hsa-miR-199b-5p	0.0081	0.0591	0.4083	-0.05	-0.05	< 0.1	NULL
TMEM86A	ENST00000280734.2	transmembrane protein 86A 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0036	0.0263	0.1783	-0.05	-0.05	< 0.1	NULL
SLX4	ENST00000294008.3	SLX4 structure-specific endonuclease subunit 	48	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0028	0.0208	0.1468	-0.05	-0.05	< 0.1	NULL
SLC30A8	ENST00000427715.2	solute carrier family 30 (zinc transporter), member 8 	5	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0035	0.0251	0.1674	-0.05	-0.05	< 0.1	NULL
MYL6B	ENST00000553066.1	myosin, light chain 6B, alkali, smooth muscle and non-muscle 	5368	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0004	0.0028	0.0203	-0.05	-0.05	< 0.1	NULL
CLDN9	ENST00000445369.2	claudin 9 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0007	0.0054	0.0391	-0.05	-0.05	< 0.1	NULL
GOLGA8I	ENST00000450802.3	golgin A8 family, member I 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0045	0.0324	0.2141	-0.05	-0.05	< 0.1	NULL
STARD3	ENST00000336308.5	StAR-related lipid transfer (START) domain containing 3 	35	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0019	0.0138	0.0962	-0.05	-0.05	< 0.1	NULL
DEPDC5	ENST00000382105.2	DEP domain containing 5 	221	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0043	0.0316	0.2156	-0.05	-0.05	< 0.1	NULL
CPEB1	ENST00000450751.2	cytoplasmic polyadenylation element binding protein 1 	5	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0026	0.0191	0.1334	-0.05	-0.05	< 0.1	NULL
ZNF607	ENST00000355202.4	zinc finger protein 607 	667	0	0	0	0	3	1	0	2	3	hsa-miR-199b-5p	0.0094	0.0686	0.4537	-0.05	-0.12	< 0.1	NULL
PGAP1	ENST00000354764.4	post-GPI attachment to proteins 1 	106	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0172	0.1199	0.6489	-0.05	-0.06	< 0.1	NULL
C10orf25	ENST00000298298.1	chromosome 10 open reading frame 25 	29	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0041	0.0302	0.2063	-0.05	-0.06	< 0.1	NULL
RNF216	ENST00000425013.2	ring finger protein 216 	649	0	0	0	0	2	1	1	0	1	hsa-miR-199a-5p	0.0106	0.0743	0.4111	-0.05	-0.07	< 0.1	NULL
METTL4	ENST00000319888.6	methyltransferase like 4 	107	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0048	0.0339	0.1837	-0.05	-0.09	< 0.1	NULL
ETS2	ENST00000360214.3	v-ets avian erythroblastosis virus E26 oncogene homolog 2 	3965	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0068	0.0425	0.1550	-0.05	-0.27	0.79	2005, 2007, 2009, 2011
KLF7	ENST00000423015.1	Kruppel-like factor 7 (ubiquitous) 	737	0	0	0	0	1	0	1	0	2	hsa-miR-199b-5p	0.0062	0.0451	0.2961	-0.05	-0.05	0.25	NULL
HN1L	ENST00000248098.3	hematological and neurological expressed 1-like 	1302	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0028	0.0207	0.1457	-0.05	-0.05	< 0.1	NULL
RGS10	ENST00000392865.1	regulator of G-protein signaling 10 	457	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.0030	0.0182	0.0577	-0.05	-0.70	0.66	2009, 2011
ADAM23	ENST00000264377.3	ADAM metallopeptidase domain 23 	113	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0068	0.0485	0.2836	-0.05	-0.11	0.14	NULL
PTPRU	ENST00000428026.2	protein tyrosine phosphatase, receptor type, U 	261	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0053	0.0380	0.2464	-0.05	-0.05	0.10	NULL
SELPLG	ENST00000388962.3	selectin P ligand 	20	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0010	0.0075	0.0541	-0.05	-0.05	< 0.1	NULL
ZNF496	ENST00000294753.4	zinc finger protein 496 	391	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0063	0.0453	0.2783	-0.05	-0.05	< 0.1	NULL
CD96	ENST00000352690.4	CD96 molecule 	5	0	0	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0074	0.0536	0.3510	-0.05	-0.05	< 0.1	NULL
NPC1L1	ENST00000289547.4	NPC1-like 1 	55	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0057	0.0416	0.2836	-0.05	-0.05	< 0.1	NULL
SLC4A8	ENST00000453097.2	solute carrier family 4, sodium bicarbonate cotransporter, member 8 	17	0	0	0	0	3	0	1	2	0	hsa-miR-199a-5p	0.0172	0.1227	0.7277	-0.05	-0.07	0.25	2009, 2011
RC3H1	ENST00000367696.2	ring finger and CCCH-type domains 1 	165	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0144	0.1030	0.6335	-0.05	-0.06	0.22	NULL
SUGT1	ENST00000310528.8	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) 	430	0	0	0	0	2	1	0	1	1	hsa-miR-199a-5p	0.0110	0.0741	0.3775	-0.05	-0.38	< 0.1	NULL
KDM5A	ENST00000399788.2	lysine (K)-specific demethylase 5A 	118	0	0	0	0	3	1	2	0	2	hsa-miR-199a-5p	0.0235	0.1586	0.7663	-0.05	-0.09	0.35	NULL
C16orf58	ENST00000570164.1	chromosome 16 open reading frame 58 	25	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0017	0.0127	0.0881	-0.05	-0.06	< 0.1	NULL
TTC39A	ENST00000530004.1	tetratricopeptide repeat domain 39A 	174	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0020	0.0142	0.0835	-0.05	-0.19	< 0.1	NULL
SH2D4A	ENST00000265807.3	SH2 domain containing 4A 	131	0	0	0	0	3	0	0	3	1	hsa-miR-199a-5p	0.0053	0.0379	0.2434	-0.05	-0.22	< 0.1	NULL
HIST1H2BG	ENST00000244601.3	histone cluster 1, H2bg 	31	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0033	0.0219	0.0969	-0.05	-0.35	< 0.1	NULL
ZRSR1	ENST00000391338.1	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 1 	17	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0063	0.0448	0.2682	-0.05	-0.08	< 0.1	NULL
MAML3	ENST00000509479.2	mastermind-like 3 (Drosophila) 	159	1	1	0	0	2	0	0	2	3	hsa-miR-199a-5p	0.0116	0.0824	0.4778	-0.05	-0.22	0.33	NULL
PLXNB1	ENST00000296440.6	plexin B1 	47	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0059	0.0428	0.2918	-0.05	-0.05	0.31	NULL
IL12RB1	ENST00000593993.2	interleukin 12 receptor, beta 1 	5	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0025	0.0182	0.1221	-0.05	-0.05	0.20	NULL
PICK1	ENST00000404072.3	protein interacting with PRKCA 1 	155	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0005	0.0037	0.0270	-0.05	-0.05	0.13	NULL
CDC42BPB	ENST00000361246.2	CDC42 binding protein kinase beta (DMPK-like) 	615	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0029	0.0210	0.1489	-0.05	-0.05	< 0.1	NULL
C10orf85	ENST00000369071.2	chromosome 10 open reading frame 85 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0023	0.0167	0.1118	-0.05	-0.05	< 0.1	NULL
C8orf33	ENST00000331434.6	chromosome 8 open reading frame 33 	359	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0014	0.0100	0.0560	-0.05	-0.32	< 0.1	NULL
TTC31	ENST00000410003.1	tetratricopeptide repeat domain 31 	132	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0070	0.0507	0.3189	-0.05	-0.05	< 0.1	NULL
ZFP41	ENST00000520584.1	ZFP41 zinc finger protein 	7	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0021	0.0151	0.1054	-0.05	-0.15	< 0.1	NULL
HPSE	ENST00000311412.5	heparanase 	37	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0085	0.0609	0.3644	-0.05	-0.09	< 0.1	NULL
XYLT2	ENST00000017003.2	xylosyltransferase II 	514	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0025	0.0181	0.1224	-0.05	-0.05	< 0.1	NULL
RIMKLA	ENST00000431473.3	ribosomal modification protein rimK-like family member A 	100	0	0	0	0	3	0	1	2	1	hsa-miR-199a-5p	0.0045	0.0326	0.2010	-0.05	-0.23	0.28	NULL
PPP2R1B	ENST00000527614.1	protein phosphatase 2, regulatory subunit A, beta 	341	0	0	0	0	2	0	0	2	0	hsa-miR-199a-5p	0.0040	0.0285	0.1617	-0.05	-0.19	< 0.1	NULL
BORA	ENST00000390667.5	bora, aurora kinase A activator 	244	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0025	0.0179	0.1059	-0.05	-0.17	< 0.1	NULL
HFE	ENST00000357618.5	hemochromatosis 	563	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0035	0.0254	0.1730	-0.05	-0.17	< 0.1	NULL
RSAD2	ENST00000382040.3	radical S-adenosyl methionine domain containing 2 	5	0	0	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0027	0.0195	0.1340	-0.05	-0.05	< 0.1	NULL
LONRF2	ENST00000393437.3	LON peptidase N-terminal domain and ring finger 2 	394	0	0	0	0	3	0	2	1	2	hsa-miR-199a-5p	0.0112	0.0815	0.5381	-0.05	-0.05	< 0.1	NULL
NMNAT1	ENST00000377205.1	nicotinamide nucleotide adenylyltransferase 1 	72	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0015	0.0107	0.0752	-0.05	-0.05	< 0.1	NULL
PRKX	ENST00000262848.5	protein kinase, X-linked 	12	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0103	0.0753	0.5106	-0.05	-0.05	< 0.1	NULL
TBC1D2	ENST00000375064.1	TBC1 domain family, member 2 	873	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0022	0.0161	0.1130	-0.05	-0.05	< 0.1	NULL
GOLGA8N	ENST00000448387.2	golgin A8 family, member N 	0	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0040	0.0293	0.1923	-0.05	-0.05	< 0.1	NULL
PML	ENST00000565898.1	promyelocytic leukemia 	83	0	0	0	0	1	0	1	0	3	hsa-miR-199a-5p	0.0052	0.0372	0.2246	-0.05	-0.05	< 0.1	NULL
CTD-2140B24.4	ENST00000540096.2	Zinc finger protein 268  	156	0	0	0	0	1	1	0	0	0	hsa-miR-199a-5p	0.0032	0.0233	0.1521	-0.05	-0.07	< 0.1	NULL
CCDC71L	ENST00000523505.1	coiled-coil domain containing 71-like 	410	0	0	0	0	1	0	0	1	1	hsa-miR-199b-5p	0.0037	0.0273	0.1848	-0.05	-0.08	< 0.1	NULL
MLLT3	ENST00000380338.4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	385	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0028	0.0205	0.1442	-0.05	-0.09	0.17	NULL
SP110	ENST00000258381.6	SP110 nuclear body protein 	19	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0049	0.0361	0.2492	-0.05	-0.06	< 0.1	NULL
TRIM45	ENST00000256649.4	tripartite motif containing 45 	99	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0034	0.0248	0.1655	-0.05	-0.07	< 0.1	NULL
NOL9	ENST00000377705.5	nucleolar protein 9 	194	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0030	0.0217	0.1474	-0.05	-0.09	< 0.1	NULL
ZFYVE20	ENST00000253699.3	zinc finger, FYVE domain containing 20 	57	0	0	0	0	2	1	0	1	2	hsa-miR-199a-5p	0.0045	0.0327	0.2117	-0.05	-0.09	< 0.1	NULL
PIP4K2A	ENST00000376573.4	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha 	632	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0066	0.0479	0.3043	-0.05	-0.05	< 0.1	NULL
THY1	ENST00000284240.5	Thy-1 cell surface antigen 	2345	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0015	0.0110	0.0756	-0.05	-0.17	< 0.1	NULL
BBC3	ENST00000341983.4	BCL2 binding component 3 	87	0	0	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0033	0.0240	0.1643	-0.05	-0.05	0.11	NULL
LPGAT1	ENST00000366997.4	lysophosphatidylglycerol acyltransferase 1 	135	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0059	0.0436	0.3068	-0.05	-0.05	< 0.1	NULL
IL10RA	ENST00000227752.3	interleukin 10 receptor, alpha 	5	0	0	0	0	1	0	0	1	3	hsa-miR-199a-5p	0.0040	0.0295	0.2034	-0.05	-0.05	< 0.1	NULL
KLF17	ENST00000372299.3	Kruppel-like factor 17 	11	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0032	0.0235	0.1681	-0.05	-0.05	< 0.1	NULL
ITGB8	ENST00000222573.4	integrin, beta 8 	17	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0160	0.1157	0.7368	-0.05	-0.05	< 0.1	NULL
GOLGA6L10	ENST00000439287.4	Putative golgin subfamily A member 6-like protein 10  	0	0	0	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0060	0.0434	0.2721	-0.05	-0.05	< 0.1	NULL
DESI1	ENST00000263256.6	desumoylating isopeptidase 1 	1513	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0011	0.0082	0.0512	-0.05	-0.22	0.59	2011
HRH1	ENST00000397056.1	histamine receptor H1 	130	0	0	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0031	0.0229	0.1550	-0.05	-0.07	0.12	NULL
GRAMD1B	ENST00000529750.1	GRAM domain containing 1B 	35	0	0	0	0	2	0	1	1	1	hsa-miR-199a-5p	0.0063	0.0456	0.3044	-0.05	-0.05	< 0.1	NULL
TMEM104	ENST00000335464.5	transmembrane protein 104 	657	0	0	0	0	2	0	0	2	2	hsa-miR-199a-5p	0.0045	0.0330	0.2356	-0.05	-0.05	< 0.1	NULL
EXOC2	ENST00000230449.4	exocyst complex component 2 	192	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0057	0.0413	0.2656	-0.05	-0.05	< 0.1	NULL
PTPN14	ENST00000366956.5	protein tyrosine phosphatase, non-receptor type 14 	301	0	0	0	0	1	0	0	1	0	hsa-miR-199a-5p	0.0062	0.0453	0.3012	-0.05	-0.05	0.23	2011
