Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
PLB1	ENST00000422425.2	phospholipase B1 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
BCORL1	ENST00000540052.1	BCL6 corepressor-like 1 	209	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ZNF558	ENST00000601372.1	zinc finger protein 558 	24	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
RDH16	ENST00000398138.3	retinol dehydrogenase 16 (all-trans) 	13	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
WDR27	ENST00000448612.1	WD repeat domain 27 	36	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ATP2A2	ENST00000395494.2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 	2042	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
SPTLC2	ENST00000216484.2	serine palmitoyltransferase, long chain base subunit 2 	95	2	1	0	1	2	hsa-miR-103a-2-5p				-0.05	-0.38	N/A
LAMTOR3	ENST00000499666.2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 	67	2	2	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.65	N/A
DCUN1D1	ENST00000292782.4	DCN1, defective in cullin neddylation 1, domain containing 1 	267	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.26	N/A
ARSE	ENST00000540563.1	arylsulfatase E (chondrodysplasia punctata 1) 	42	2	1	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.21	N/A
CTSO	ENST00000433477.3	cathepsin O 	5	2	0	1	1	1	hsa-miR-103a-2-5p				-0.05	-0.23	N/A
LACC1	ENST00000325686.6	laccase (multicopper oxidoreductase) domain containing 1 	15	2	0	1	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
TACR3	ENST00000304883.2	tachykinin receptor 3 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
BCR	ENST00000305877.8	breakpoint cluster region 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
STK10	ENST00000176763.5	serine/threonine kinase 10 	655	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
PLXNA2	ENST00000367033.3	plexin A2 	8	2	0	1	1	3	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
MED26	ENST00000263390.3	mediator complex subunit 26 	5	1	0	0	1	2	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
MTMR7	ENST00000180173.5	myotubularin related protein 7 	33	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
NXF3	ENST00000395065.3	nuclear RNA export factor 3 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
C20orf144	ENST00000375222.3	chromosome 20 open reading frame 144 	10	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.11	N/A
OTOF	ENST00000338581.6	otoferlin 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
GSTO2	ENST00000369707.2	glutathione S-transferase omega 2 	97	2	0	0	2	1	hsa-miR-103a-2-5p				-0.05	-0.10	N/A
U2SURP	ENST00000397933.2	U2 snRNP-associated SURP domain containing 	1353	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.09	N/A
CHURC1	ENST00000548752.2	churchill domain containing 1 	869	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.14	N/A
ELK3	ENST00000228741.3	ELK3, ETS-domain protein (SRF accessory protein 2) 	2719	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
FITM2	ENST00000396825.3	fat storage-inducing transmembrane protein 2 	215	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.07	N/A
POLR1A	ENST00000263857.6	polymerase (RNA) I polypeptide A, 194kDa 	675	1	0	0	1	2	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
JAK3	ENST00000458235.1	Janus kinase 3 	9	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
TGFBRAP1	ENST00000393359.2	transforming growth factor, beta receptor associated protein 1 	435	2	1	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
AMOTL1	ENST00000317837.9	angiomotin like 1 	712	3	1	0	2	2	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
ZNF490	ENST00000311437.6	zinc finger protein 490 	97	2	1	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
KLHDC7A	ENST00000400664.1	kelch domain containing 7A 	5	3	1	0	2	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
VPS13B	ENST00000395996.1	vacuolar protein sorting 13 homolog B (yeast) 	262	3	0	2	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	2	1	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
HEBP2	ENST00000607197.1	heme binding protein 2 	252	2	0	0	2	5	hsa-miR-103a-2-5p				-0.05	-0.26	N/A
GEN1	ENST00000381254.2	GEN1 Holliday junction 5' flap endonuclease 	161	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.13	N/A
SLC39A14	ENST00000381237.1	solute carrier family 39 (zinc transporter), member 14 	2413	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
DGKE	ENST00000284061.3	diacylglycerol kinase, epsilon 64kDa 	470	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
RIMKLB	ENST00000357529.3	ribosomal modification protein rimK-like family member B 	164	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.10	N/A
KDELR3	ENST00000216014.4	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 	329	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
MLEC	ENST00000228506.3	malectin 	12084	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
BCL2L11	ENST00000393256.3	BCL2-like 11 (apoptosis facilitator) 	105	1	1	0	0	1	hsa-miR-103a-2-5p				-0.05	-0.20	N/A
ZNF264	ENST00000263095.6	zinc finger protein 264 	412	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
TTLL11	ENST00000373776.3	tubulin tyrosine ligase-like family, member 11 	164	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
C9orf91	ENST00000374049.4	chromosome 9 open reading frame 91 	151	2	0	1	1	1	hsa-miR-103a-2-5p				-0.05	-0.10	N/A
PLXNA4	ENST00000321063.4	plexin A4 	9	1	1	0	0	3	hsa-miR-103a-2-5p				-0.05	-0.08	N/A
HEG1	ENST00000311127.4	heart development protein with EGF-like domains 1 	380	3	1	0	2	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
MMP19	ENST00000409200.3	matrix metallopeptidase 19 	135	2	0	1	1	1	hsa-miR-103a-2-5p				-0.05	-0.20	N/A
KCNJ14	ENST00000391884.1	potassium inwardly-rectifying channel, subfamily J, member 14 	29	1	0	0	1	2	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ADAMTS15	ENST00000299164.2	ADAM metallopeptidase with thrombospondin type 1 motif, 15 	18	2	1	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ESRP1	ENST00000358397.5	epithelial splicing regulatory protein 1 	74	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
DKFZP667F0711	ENST00000391437.1		5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
GLDN	ENST00000335449.6	gliomedin 	9	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
GABRB2	ENST00000393959.1	gamma-aminobutyric acid (GABA) A receptor, beta 2 	5	2	0	0	2	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
CENPO	ENST00000380834.2	centromere protein O 	298	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.15	N/A
TGIF2	ENST00000373874.2	TGFB-induced factor homeobox 2 	192	2	0	0	2	3	hsa-miR-103a-2-5p				-0.05	-0.16	N/A
CNNM4	ENST00000540067.1	cyclin M4 	1249	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
SNX19	ENST00000265909.4	sorting nexin 19 	1157	2	0	1	1	0	hsa-miR-103a-2-5p				-0.05	-0.13	N/A
PLXDC1	ENST00000315392.4	plexin domain containing 1 	9	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.09	N/A
PLCXD3	ENST00000377801.3	phosphatidylinositol-specific phospholipase C, X domain containing 3 	81	2	0	1	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	2	1	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
DPH2	ENST00000255108.3	DPH2 homolog (S. cerevisiae) 	209	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.09	N/A
SREK1IP1	ENST00000513458.4	SREK1-interacting protein 1 	145	2	1	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.14	N/A
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
SYT15	ENST00000374323.4	synaptotagmin XV 	5	2	0	2	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
NRK	ENST00000243300.9	Nik related kinase 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
FBN2	ENST00000262464.4	fibrillin 2 	167	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ZFP41	ENST00000520584.1	ZFP41 zinc finger protein 	7	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
TAOK1	ENST00000261716.3	TAO kinase 1 	164	2	1	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
NADK2	ENST00000397338.1	NAD kinase 2, mitochondrial 	1039	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.19	N/A
SLAMF7	ENST00000359331.4	SLAM family member 7 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
LRRC57	ENST00000397130.3	leucine rich repeat containing 57 	168	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
NFYB	ENST00000240055.3	nuclear transcription factor Y, beta 	375	2	0	0	2	1	hsa-miR-103a-2-5p				-0.05	-0.20	N/A
WASF2	ENST00000536657.1	WAS protein family, member 2 	311	1	0	0	1	2	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
YWHAG	ENST00000307630.3	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 	5623	1	0	1	0	2	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
MTMR12	ENST00000280285.5	myotubularin related protein 12 	156	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.08	N/A
DNAJC22	ENST00000549441.2	DnaJ (Hsp40) homolog, subfamily C, member 22 	84	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
TMEM2	ENST00000377044.4	transmembrane protein 2 	130	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
IKZF5	ENST00000368886.5	IKAROS family zinc finger 5 (Pegasus) 	83	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.11	N/A
EBF2	ENST00000535548.1	early B-cell factor 2 	11	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.09	N/A
ARHGAP32	ENST00000524655.1	Rho GTPase activating protein 32 	13	2	1	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.13	N/A
COL26A1	ENST00000313669.7	collagen, type XXVI, alpha 1 	223	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
TTF2	ENST00000369466.4	transcription termination factor, RNA polymerase II 	837	2	1	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.59	N/A
DCAF4	ENST00000394234.2	DDB1 and CUL4 associated factor 4 	45	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ATF7IP	ENST00000261168.4	activating transcription factor 7 interacting protein 	667	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
IMPG2	ENST00000193391.7	interphotoreceptor matrix proteoglycan 2 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
KRTAP10-7	ENST00000380102.2	keratin associated protein 10-7 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
RNF41	ENST00000345093.4	ring finger protein 41 	152	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
PTPN11	ENST00000351677.2	protein tyrosine phosphatase, non-receptor type 11 	52	2	0	2	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
RASEF	ENST00000376447.3	RAS and EF-hand domain containing 	298	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
MATN1	ENST00000373765.4	matrilin 1, cartilage matrix protein 	5	2	0	1	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ACTR2	ENST00000260641.5	ARP2 actin-related protein 2 homolog (yeast) 	71	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ZBTB24	ENST00000230122.3	zinc finger and BTB domain containing 24 	84	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.19	N/A
BCAP29	ENST00000005259.4	B-cell receptor-associated protein 29 	326	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.07	N/A
GM2A	ENST00000357164.3	GM2 ganglioside activator 	134	3	0	1	2	2	hsa-miR-103a-2-5p				-0.05	-0.25	N/A
GNS	ENST00000418919.2	glucosamine (N-acetyl)-6-sulfatase 	2435	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
DNAJC18	ENST00000302060.5	DnaJ (Hsp40) homolog, subfamily C, member 18 	253	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.17	N/A
RGS4	ENST00000531057.1	regulator of G-protein signaling 4 	489	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
ZBTB7B	ENST00000368426.3	zinc finger and BTB domain containing 7B 	179	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.10	N/A
SSX2IP	ENST00000342203.3	synovial sarcoma, X breakpoint 2 interacting protein 	197	2	0	0	2	1	hsa-miR-103a-2-5p				-0.05	-0.12	N/A
FAM57A	ENST00000308278.8	family with sequence similarity 57, member A 	978	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
FAM83B	ENST00000306858.7	family with sequence similarity 83, member B 	140	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
RCL1	ENST00000381750.4	RNA terminal phosphate cyclase-like 1 	203	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
RPH3A	ENST00000415485.3	rabphilin 3A homolog (mouse) 	5	2	0	0	2	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
KLHDC8B	ENST00000332780.2	kelch domain containing 8B 	321	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
MLXIPL	ENST00000434326.1	MLX interacting protein-like 	58	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
LGI3	ENST00000306317.2	leucine-rich repeat LGI family, member 3 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
KCND1	ENST00000376477.1	potassium voltage-gated channel, Shal-related subfamily, member 1 	149	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
PLEKHA2	ENST00000420274.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 	3303	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
FOXO1	ENST00000379561.5	forkhead box O1 	480	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
CECR1	ENST00000399839.1	cat eye syndrome chromosome region, candidate 1 	46	2	0	1	1	0	hsa-miR-103a-2-5p				-0.05	-0.07	N/A
CACNA1I	ENST00000402142.3	calcium channel, voltage-dependent, T type, alpha 1I subunit 	5	1	0	1	0	3	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
DNAJC16	ENST00000375847.3	DnaJ (Hsp40) homolog, subfamily C, member 16 	366	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
PHF20	ENST00000439301.1	PHD finger protein 20 	191	2*	0	1	0	3	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
AKT3	ENST00000366539.1	v-akt murine thymoma viral oncogene homolog 3 	168	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
WNK2	ENST00000395475.2	WNK lysine deficient protein kinase 2 	134	3	0	0	3	5	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
SESN2	ENST00000253063.3	sestrin 2 	854	3	0	1	2	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
TSR1	ENST00000301364.5	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae) 	559	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.11	N/A
MBTPS2	ENST00000379484.5	membrane-bound transcription factor peptidase, site 2 	1711	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
TMEM183A	ENST00000367242.3	transmembrane protein 183A 	241	1	0	0	1	1	hsa-miR-103a-2-5p				-0.05	-0.06	N/A
CYP2A7	ENST00000301146.4	cytochrome P450, family 2, subfamily A, polypeptide 7 	5	1	1	0	0	2	hsa-miR-103a-2-5p				-0.05	-0.35	N/A
HEPH	ENST00000519389.1	hephaestin 	44	1	0	0	1	2	hsa-miR-103a-2-5p				-0.05	-0.07	N/A
SPOPL	ENST00000280098.4	speckle-type POZ protein-like 	216	2	0	0	2	1	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
GPR50	ENST00000218316.3	G protein-coupled receptor 50 	148	1	0	1	0	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
RCC1	ENST00000373833.6	regulator of chromosome condensation 1 	1156	1	0	0	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
SLC7A1	ENST00000380752.5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 	338	3	0	2	1	0	hsa-miR-103a-2-5p				-0.05	-0.05	N/A
SH3TC2	ENST00000502274.1	SH3 domain and tetratricopeptide repeats 2 	31	7	1	1	5	2	hsa-miR-103a-2-5p				-0.05	-1.49	N/A
CLIC2	ENST00000369449.2	chloride intracellular channel 2 	30	1	1	0	0	0	hsa-miR-103a-2-5p				-0.05	-0.30	N/A
NR4A3	ENST00000330847.1	nuclear receptor subfamily 4, group A, member 3 	244	1	0	1	0	1	hsa-miR-103a-2-5p				-0.05	-0.08	N/A
RBMX	ENST00000562646.1	RNA binding motif protein, X-linked 	77	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ITGA5	ENST00000293379.4	integrin, alpha 5 (fibronectin receptor, alpha polypeptide) 	5599	1	0	1	0	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
UBXN10	ENST00000375099.3	UBX domain protein 10 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
FOXRED2	ENST00000397224.4	FAD-dependent oxidoreductase domain containing 2 	200	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
GBP5	ENST00000343435.5	guanylate binding protein 5 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
TXNIP	ENST00000369317.4	thioredoxin interacting protein 	11	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
NUP155	ENST00000231498.3	nucleoporin 155kDa 	814	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
PBX1	ENST00000367897.1	pre-B-cell leukemia homeobox 1 	18	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
VKORC1L1	ENST00000360768.3	vitamin K epoxide reductase complex, subunit 1-like 1 	2291	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.15	N/A
ATXN3	ENST00000545170.1	ataxin 3 	115	2	0	0	2	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
CD2BP2	ENST00000305596.3	CD2 (cytoplasmic tail) binding protein 2 	222	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
C2orf43	ENST00000440866.2	chromosome 2 open reading frame 43 	398	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
NDRG1	ENST00000323851.7	N-myc downstream regulated 1 	2195	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SLC12A6	ENST00000397707.2	solute carrier family 12 (potassium/chloride transporter), member 6 	17	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
RASGRF2	ENST00000265080.4	Ras protein-specific guanine nucleotide-releasing factor 2 	140	3	0	1	2	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
KATNAL1	ENST00000380615.3	katanin p60 subunit A-like 1 	335	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.09	N/A
CELF1	ENST00000395290.2	CUGBP, Elav-like family member 1 	153	4	0	2	2	0	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
CWC22	ENST00000410053.3	CWC22 spliceosome-associated protein homolog (S. cerevisiae) 	16	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.12	N/A
SQSTM1	ENST00000389805.4	sequestosome 1 	5047	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
B4GALT1	ENST00000379731.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 	2265	1	0	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
WASF3	ENST00000335327.5	WAS protein family, member 3 	24	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PDE7B	ENST00000308191.6	phosphodiesterase 7B 	148	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
STK38	ENST00000229812.7	serine/threonine kinase 38 	156	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
AMIGO1	ENST00000369864.4	adhesion molecule with Ig-like domain 1 	167	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
FAM86B1	ENST00000448228.2	family with sequence similarity 86, member B1 	5	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CLDN2	ENST00000336803.1	claudin 2 	19	2	0	1	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
RP11-192H23.4	ENST00000534850.1	Uncharacterized protein  	22	2	0	0	2	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
KMT2D	ENST00000301067.7	lysine (K)-specific methyltransferase 2D 	78	2	0	0	2	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
MAPK8IP3	ENST00000250894.4	mitogen-activated protein kinase 8 interacting protein 3 	100	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CYP46A1	ENST00000261835.3	cytochrome P450, family 46, subfamily A, polypeptide 1 	16	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZFP30	ENST00000392144.1	ZFP30 zinc finger protein 	41	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
SMAD4	ENST00000398417.2	SMAD family member 4 	403	2	0	1	1	1	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
FBXL4	ENST00000369244.2	F-box and leucine-rich repeat protein 4 	321	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
PTRF	ENST00000357037.5	polymerase I and transcript release factor 	987	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
INPP4A	ENST00000409016.4	inositol polyphosphate-4-phosphatase, type I, 107kDa 	387	2	0	1	1	1	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
MED22	ENST00000344469.5	mediator complex subunit 22 	43	2	0	1	1	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
CLHC1	ENST00000406437.2	clathrin heavy chain linker domain containing 1 	21	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.07	N/A
KLK13	ENST00000595793.1	kallikrein-related peptidase 13 	9	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.10	N/A
ZNF554	ENST00000317243.5	zinc finger protein 554 	472	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
ACAA2	ENST00000285093.10	acetyl-CoA acyltransferase 2 	189	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.08	N/A
CABLES1	ENST00000256925.7	Cdk5 and Abl enzyme substrate 1 	341	3	0	0	3	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
CCDC80	ENST00000206423.3	coiled-coil domain containing 80 	570	2	1	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.12	N/A
MYO1B	ENST00000339514.4	myosin IB 	3042	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
ZNF248	ENST00000395867.3	zinc finger protein 248 	43	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.06	N/A
ZNF707	ENST00000358656.4	zinc finger protein 707 	106	1	0	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
PI4K2A	ENST00000370649.3	Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  	1489	1	0	0	1	2	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
BDP1	ENST00000380675.2	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB 	12	1	0	1	0	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
GNAQ	ENST00000286548.4	guanine nucleotide binding protein (G protein), q polypeptide 	47	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SRRD	ENST00000215917.7	SRR1 domain containing 	1069	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.09	N/A
XDH	ENST00000379416.3	xanthine dehydrogenase 	5	1	0	1	0	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SYNPR	ENST00000479198.1	synaptoporin 	5	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
SIAH3	ENST00000400405.2	siah E3 ubiquitin protein ligase family member 3 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CREB3L3	ENST00000602147.1	cAMP responsive element binding protein 3-like 3 	42	1	0	0	1	0	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.04	N/A
CYB5RL	ENST00000419823.2	cytochrome b5 reductase-like 	7	1	0	0	1	1	hsa-miR-103a-2-5p				-0.04	-0.05	N/A
